Period,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price
,"Crude Oil, WTI (NYM) 5/1/2003 USD/barrel",,,"Crude Oil, WTI (NYM) 4/1/2003 USD/barrel",,,"Crude Oil, WTI (NYM) 3/3/2003 USD/barrel",,,"Crude Oil, WTI (NYM) 2/3/2003 USD/barrel",,,"Crude Oil, WTI (NYM) 1/2/2003 USD/barrel",,,"Crude Oil, WTI (NYM) 12/2/2002 USD/barrel",,,"Crude Oil, WTI (NYM) 11/1/2002 USD/barrel",,,"Crude Oil, WTI (NYM) 10/1/2002 USD/barrel",,
1M,,,,,,,,,,,,,,,,,,,,,,CLX02 Comdty,11/2002,30.83
2M,,,,,,,,,,,,,,,,,,,CLZ02 Comdty,12/2002,27.13,CLZ02 Comdty,12/2002,30.48
3M,,,,,,,,,,,,,,,,CLF03 Comdty,1/2003,27.24,CLF03 Comdty,1/2003,26.71,CLF03 Comdty,1/2003,29.97
4M,,,,,,,,,,,,,CLG03 Comdty,2/2003,31.85,CLG03 Comdty,2/2003,27.04,CLG03 Comdty,2/2003,26.35,CLG03 Comdty,2/2003,29.34
5M,,,,,,,,,,CLH03 Comdty,3/2003,32.76,CLH03 Comdty,3/2003,31.1,CLH03 Comdty,3/2003,26.71,CLH03 Comdty,3/2003,26.02,CLH03 Comdty,3/2003,28.61
6M,,,,,,,CLJ03 Comdty,4/2003,35.88,CLJ03 Comdty,4/2003,32.16,CLJ03 Comdty,4/2003,29.91,CLJ03 Comdty,4/2003,26.36,CLJ03 Comdty,4/2003,25.69,CLJ03 Comdty,4/2003,27.89
7M,,,,CLK03 Comdty,5/2003,29.78,CLK03 Comdty,5/2003,34.24,CLK03 Comdty,5/2003,31.34,CLK03 Comdty,5/2003,28.84,CLK03 Comdty,5/2003,26.01,CLK03 Comdty,5/2003,25.36,CLK03 Comdty,5/2003,27.19
8M,CLM03 Comdty,6/2003,26.03,CLM03 Comdty,6/2003,28.23,CLM03 Comdty,6/2003,32.85,CLM03 Comdty,6/2003,30.52,CLM03 Comdty,6/2003,27.81,CLM03 Comdty,6/2003,25.67,CLM03 Comdty,6/2003,25.04,CLM03 Comdty,6/2003,26.54
9M,CLN03 Comdty,7/2003,25.84,CLN03 Comdty,7/2003,27.42,CLN03 Comdty,7/2003,31.68,CLN03 Comdty,7/2003,29.7,CLN03 Comdty,7/2003,26.97,CLN03 Comdty,7/2003,25.33,CLN03 Comdty,7/2003,24.75,CLN03 Comdty,7/2003,25.99
10M,CLQ03 Comdty,8/2003,25.65,CLQ03 Comdty,8/2003,26.98,CLQ03 Comdty,8/2003,30.76,CLQ03 Comdty,8/2003,28.96,CLQ03 Comdty,8/2003,26.27,CLQ03 Comdty,8/2003,25,CLQ03 Comdty,8/2003,24.49,CLQ03 Comdty,8/2003,25.56
11M,CLU03 Comdty,9/2003,25.47,CLU03 Comdty,9/2003,26.67,CLU03 Comdty,9/2003,30.05,CLU03 Comdty,9/2003,28.38,CLU03 Comdty,9/2003,25.76,CLU03 Comdty,9/2003,24.72,CLU03 Comdty,9/2003,24.27,CLU03 Comdty,9/2003,25.21
1Y,CLV03 Comdty,10/2003,25.32,CLV03 Comdty,10/2003,26.42,CLV03 Comdty,10/2003,29.51,CLV03 Comdty,10/2003,27.93,CLV03 Comdty,10/2003,25.34,CLV03 Comdty,10/2003,24.47,CLV03 Comdty,10/2003,24.05,CLV03 Comdty,10/2003,24.87
13M,CLX03 Comdty,11/2003,25.2,CLX03 Comdty,11/2003,26.17,CLX03 Comdty,11/2003,29.05,CLX03 Comdty,11/2003,27.56,CLX03 Comdty,11/2003,24.98,CLX03 Comdty,11/2003,24.28,CLX03 Comdty,11/2003,23.84,CLX03 Comdty,11/2003,24.59
14M,CLZ03 Comdty,12/2003,25.1,CLZ03 Comdty,12/2003,25.92,CLZ03 Comdty,12/2003,28.65,CLZ03 Comdty,12/2003,27.22,CLZ03 Comdty,12/2003,24.68,CLZ03 Comdty,12/2003,24.12,CLZ03 Comdty,12/2003,23.64,CLZ03 Comdty,12/2003,24.36
15M,CLF04 Comdty,1/2004,25,CLF04 Comdty,1/2004,25.67,CLF04 Comdty,1/2004,28.14,CLF04 Comdty,1/2004,26.79,CLF04 Comdty,1/2004,24.4,CLF04 Comdty,1/2004,23.98,CLF04 Comdty,1/2004,23.46,CLF04 Comdty,1/2004,24.17
16M,CLG04 Comdty,2/2004,24.9,CLG04 Comdty,2/2004,25.42,CLG04 Comdty,2/2004,27.67,CLG04 Comdty,2/2004,26.4,CLG04 Comdty,2/2004,24.15,CLG04 Comdty,2/2004,23.85,CLG04 Comdty,2/2004,23.32,CLG04 Comdty,2/2004,23.99
17M,CLH04 Comdty,3/2004,24.8,CLH04 Comdty,3/2004,25.17,CLH04 Comdty,3/2004,27.22,CLH04 Comdty,3/2004,26.06,CLH04 Comdty,3/2004,23.91,CLH04 Comdty,3/2004,23.72,CLH04 Comdty,3/2004,23.2,CLH04 Comdty,3/2004,23.81
18M,CLJ04 Comdty,4/2004,24.7,CLJ04 Comdty,4/2004,24.93,CLJ04 Comdty,4/2004,26.77,CLJ04 Comdty,4/2004,25.73,CLJ04 Comdty,4/2004,23.69,CLJ04 Comdty,4/2004,23.59,CLJ04 Comdty,4/2004,23.08,CLJ04 Comdty,4/2004,23.64
19M,CLK04 Comdty,5/2004,24.61,CLK04 Comdty,5/2004,24.75,CLK04 Comdty,5/2004,26.32,CLK04 Comdty,5/2004,25.4,CLK04 Comdty,5/2004,23.5,CLK04 Comdty,5/2004,23.48,CLK04 Comdty,5/2004,22.97,CLK04 Comdty,5/2004,23.48
20M,CLM04 Comdty,6/2004,24.53,CLM04 Comdty,6/2004,24.61,CLM04 Comdty,6/2004,25.91,CLM04 Comdty,6/2004,25.09,CLM04 Comdty,6/2004,23.36,CLM04 Comdty,6/2004,23.39,CLM04 Comdty,6/2004,22.89,CLM04 Comdty,6/2004,23.36
21M,CLN04 Comdty,7/2004,24.47,CLN04 Comdty,7/2004,24.51,CLN04 Comdty,7/2004,25.61,CLN04 Comdty,7/2004,24.84,CLN04 Comdty,7/2004,23.28,CLN04 Comdty,7/2004,23.34,CLN04 Comdty,7/2004,22.84,CLN04 Comdty,7/2004,23.28
22M,CLQ04 Comdty,8/2004,24.43,CLQ04 Comdty,8/2004,24.41,CLQ04 Comdty,8/2004,25.33,CLQ04 Comdty,8/2004,24.61,CLQ04 Comdty,8/2004,23.21,CLQ04 Comdty,8/2004,23.3,CLQ04 Comdty,8/2004,22.81,CLQ04 Comdty,8/2004,23.21
23M,CLU04 Comdty,9/2004,24.39,CLU04 Comdty,9/2004,24.31,CLU04 Comdty,9/2004,25.05,CLU04 Comdty,9/2004,24.4,CLU04 Comdty,9/2004,23.15,CLU04 Comdty,9/2004,23.26,CLU04 Comdty,9/2004,22.78,CLU04 Comdty,9/2004,23.15
2Y,CLV04 Comdty,10/2004,24.35,CLV04 Comdty,10/2004,24.21,CLV04 Comdty,10/2004,24.79,CLV04 Comdty,10/2004,24.22,CLV04 Comdty,10/2004,23.1,CLV04 Comdty,10/2004,23.22,CLV04 Comdty,10/2004,22.75,CLV04 Comdty,10/2004,23.09
25M,CLX04 Comdty,11/2004,24.31,CLX04 Comdty,11/2004,24.11,CLX04 Comdty,11/2004,24.58,CLX04 Comdty,11/2004,24.09,CLX04 Comdty,11/2004,23.06,CLX04 Comdty,11/2004,23.19,CLX04 Comdty,11/2004,22.73,CLX04 Comdty,11/2004,23.04
26M,CLZ04 Comdty,12/2004,24.27,CLZ04 Comdty,12/2004,24.01,CLZ04 Comdty,12/2004,24.43,CLZ04 Comdty,12/2004,23.96,CLZ04 Comdty,12/2004,23.03,CLZ04 Comdty,12/2004,23.16,CLZ04 Comdty,12/2004,22.71,CLZ04 Comdty,12/2004,22.99
27M,CLF05 Comdty,1/2005,24.23,CLF05 Comdty,1/2005,23.91,CLF05 Comdty,1/2005,24.33,CLF05 Comdty,1/2005,23.89,CLF05 Comdty,1/2005,23.01,CLF05 Comdty,1/2005,23.13,CLF05 Comdty,1/2005,22.69,CLF05 Comdty,1/2005,22.94
28M,CLG05 Comdty,2/2005,24.19,CLG05 Comdty,2/2005,23.84,CLG05 Comdty,2/2005,24.24,CLG05 Comdty,2/2005,23.84,CLG05 Comdty,2/2005,22.99,CLG05 Comdty,2/2005,23.11,CLG05 Comdty,2/2005,22.68,CLG05 Comdty,2/2005,22.9
29M,CLH05 Comdty,3/2005,24.15,CLH05 Comdty,3/2005,23.8,CLH05 Comdty,3/2005,24.17,CLH05 Comdty,3/2005,23.79,CLH05 Comdty,3/2005,22.97,CLH05 Comdty,3/2005,23.09,CLH05 Comdty,3/2005,22.67,CLH05 Comdty,3/2005,22.87
30M,CLJ05 Comdty,4/2005,24.11,CLJ05 Comdty,4/2005,23.77,CLJ05 Comdty,4/2005,24.11,CLJ05 Comdty,4/2005,23.75,CLJ05 Comdty,4/2005,22.95,CLJ05 Comdty,4/2005,23.07,CLJ05 Comdty,4/2005,,CLJ05 Comdty,4/2005,
31M,CLK05 Comdty,5/2005,24.07,CLK05 Comdty,5/2005,23.74,CLK05 Comdty,5/2005,24.06,CLK05 Comdty,5/2005,23.72,CLK05 Comdty,5/2005,22.93,CLK05 Comdty,5/2005,23.05,CLK05 Comdty,5/2005,,,,
