Period,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price
,"Crude Oil, WTI (NYM) 5/2/2005 USD/barrel",,,"Crude Oil, WTI (NYM) 4/1/2005 USD/barrel",,,"Crude Oil, WTI (NYM) 3/1/2005 USD/barrel",,,"Crude Oil, WTI (NYM) 2/1/2005 USD/barrel",,,"Crude Oil, WTI (NYM) 1/4/2005 USD/barrel",,,"Crude Oil, WTI (NYM) 12/1/2004 USD/barrel",,,"Crude Oil, WTI (NYM) 11/1/2004 USD/barrel",,,"Crude Oil, WTI (NYM) 10/1/2004 USD/barrel",,
1M,,,,,,,,,,,,,,,,,,,,,,CLX04 Comdty,11/2004,50.12
2M,,,,,,,,,,,,,,,,,,,CLZ04 Comdty,12/2004,50.13,CLZ04 Comdty,12/2004,49.69
3M,,,,,,,,,,,,,,,,CLF05 Comdty,1/2005,45.49,CLF05 Comdty,1/2005,50.01,CLF05 Comdty,1/2005,49.06
4M,,,,,,,,,,,,,CLG05 Comdty,2/2005,43.91,CLG05 Comdty,2/2005,45.7,CLG05 Comdty,2/2005,49.73,CLG05 Comdty,2/2005,48.44
5M,,,,,,,,,,CLH05 Comdty,3/2005,47.12,CLH05 Comdty,3/2005,44.08,CLH05 Comdty,3/2005,45.76,CLH05 Comdty,3/2005,49.3,CLH05 Comdty,3/2005,47.78
6M,,,,,,,CLJ05 Comdty,4/2005,51.68,CLJ05 Comdty,4/2005,47.57,CLJ05 Comdty,4/2005,44.05,CLJ05 Comdty,4/2005,45.59,CLJ05 Comdty,4/2005,48.83,CLJ05 Comdty,4/2005,47.12
7M,,,,CLK05 Comdty,5/2005,57.27,CLK05 Comdty,5/2005,52.31,CLK05 Comdty,5/2005,47.79,CLK05 Comdty,5/2005,43.81,CLK05 Comdty,5/2005,45.3,CLK05 Comdty,5/2005,48.36,CLK05 Comdty,5/2005,46.47
8M,CLM05 Comdty,6/2005,50.92,CLM05 Comdty,6/2005,58.29,CLM05 Comdty,6/2005,52.53,CLM05 Comdty,6/2005,47.72,CLM05 Comdty,6/2005,43.55,CLM05 Comdty,6/2005,44.99,CLM05 Comdty,6/2005,47.89,CLM05 Comdty,6/2005,45.84
9M,CLN05 Comdty,7/2005,52.64,CLN05 Comdty,7/2005,58.87,CLN05 Comdty,7/2005,52.46,CLN05 Comdty,7/2005,47.52,CLN05 Comdty,7/2005,43.29,CLN05 Comdty,7/2005,44.68,CLN05 Comdty,7/2005,47.41,CLN05 Comdty,7/2005,45.24
10M,CLQ05 Comdty,8/2005,53.56,CLQ05 Comdty,8/2005,59.09,CLQ05 Comdty,8/2005,52.17,CLQ05 Comdty,8/2005,47.21,CLQ05 Comdty,8/2005,43.06,CLQ05 Comdty,8/2005,44.39,CLQ05 Comdty,8/2005,46.95,CLQ05 Comdty,8/2005,44.7
11M,CLU05 Comdty,9/2005,54.08,CLU05 Comdty,9/2005,59.12,CLU05 Comdty,9/2005,51.78,CLU05 Comdty,9/2005,46.89,CLU05 Comdty,9/2005,42.84,CLU05 Comdty,9/2005,44.11,CLU05 Comdty,9/2005,46.52,CLU05 Comdty,9/2005,44.21
1Y,CLV05 Comdty,10/2005,54.32,CLV05 Comdty,10/2005,59.02,CLV05 Comdty,10/2005,51.39,CLV05 Comdty,10/2005,46.56,CLV05 Comdty,10/2005,42.61,CLV05 Comdty,10/2005,43.83,CLV05 Comdty,10/2005,46.13,CLV05 Comdty,10/2005,43.75
13M,CLX05 Comdty,11/2005,54.39,CLX05 Comdty,11/2005,58.83,CLX05 Comdty,11/2005,51.01,CLX05 Comdty,11/2005,46.27,CLX05 Comdty,11/2005,42.4,CLX05 Comdty,11/2005,43.56,CLX05 Comdty,11/2005,45.77,CLX05 Comdty,11/2005,43.31
14M,CLZ05 Comdty,12/2005,54.37,CLZ05 Comdty,12/2005,58.63,CLZ05 Comdty,12/2005,50.65,CLZ05 Comdty,12/2005,45.99,CLZ05 Comdty,12/2005,42.2,CLZ05 Comdty,12/2005,43.32,CLZ05 Comdty,12/2005,45.44,CLZ05 Comdty,12/2005,42.9
15M,CLF06 Comdty,1/2006,54.25,CLF06 Comdty,1/2006,58.32,CLF06 Comdty,1/2006,50.21,CLF06 Comdty,1/2006,45.66,CLF06 Comdty,1/2006,41.95,CLF06 Comdty,1/2006,43.02,CLF06 Comdty,1/2006,45.12,CLF06 Comdty,1/2006,42.49
16M,CLG06 Comdty,2/2006,54.12,CLG06 Comdty,2/2006,58.02,CLG06 Comdty,2/2006,49.77,CLG06 Comdty,2/2006,45.34,CLG06 Comdty,2/2006,41.71,CLG06 Comdty,2/2006,42.75,CLG06 Comdty,2/2006,44.82,CLG06 Comdty,2/2006,42.09
17M,CLH06 Comdty,3/2006,53.99,CLH06 Comdty,3/2006,57.73,CLH06 Comdty,3/2006,49.37,CLH06 Comdty,3/2006,45.04,CLH06 Comdty,3/2006,41.49,CLH06 Comdty,3/2006,42.51,CLH06 Comdty,3/2006,44.54,CLH06 Comdty,3/2006,41.71
18M,CLJ06 Comdty,4/2006,53.85,CLJ06 Comdty,4/2006,57.47,CLJ06 Comdty,4/2006,49,CLJ06 Comdty,4/2006,44.78,CLJ06 Comdty,4/2006,41.32,CLJ06 Comdty,4/2006,42.3,CLJ06 Comdty,4/2006,44.27,CLJ06 Comdty,4/2006,41.35
19M,CLK06 Comdty,5/2006,53.72,CLK06 Comdty,5/2006,57.24,CLK06 Comdty,5/2006,48.66,CLK06 Comdty,5/2006,44.53,CLK06 Comdty,5/2006,41.16,CLK06 Comdty,5/2006,42.1,CLK06 Comdty,5/2006,44,CLK06 Comdty,5/2006,41.02
20M,CLM06 Comdty,6/2006,53.59,CLM06 Comdty,6/2006,57.01,CLM06 Comdty,6/2006,48.32,CLM06 Comdty,6/2006,44.29,CLM06 Comdty,6/2006,41.01,CLM06 Comdty,6/2006,41.91,CLM06 Comdty,6/2006,43.73,CLM06 Comdty,6/2006,40.69
21M,CLN06 Comdty,7/2006,53.46,CLN06 Comdty,7/2006,56.78,CLN06 Comdty,7/2006,47.99,CLN06 Comdty,7/2006,44.08,CLN06 Comdty,7/2006,40.89,CLN06 Comdty,7/2006,41.77,CLN06 Comdty,7/2006,43.47,CLN06 Comdty,7/2006,40.39
22M,CLQ06 Comdty,8/2006,53.32,CLQ06 Comdty,8/2006,56.54,CLQ06 Comdty,8/2006,47.67,CLQ06 Comdty,8/2006,43.88,CLQ06 Comdty,8/2006,40.77,CLQ06 Comdty,8/2006,41.64,CLQ06 Comdty,8/2006,43.22,CLQ06 Comdty,8/2006,40.12
23M,CLU06 Comdty,9/2006,53.16,CLU06 Comdty,9/2006,56.29,CLU06 Comdty,9/2006,47.35,CLU06 Comdty,9/2006,43.68,CLU06 Comdty,9/2006,40.66,CLU06 Comdty,9/2006,41.52,CLU06 Comdty,9/2006,43,CLU06 Comdty,9/2006,39.86
2Y,CLV06 Comdty,10/2006,52.97,CLV06 Comdty,10/2006,56.01,CLV06 Comdty,10/2006,47.05,CLV06 Comdty,10/2006,43.48,CLV06 Comdty,10/2006,40.55,CLV06 Comdty,10/2006,41.4,CLV06 Comdty,10/2006,42.79,CLV06 Comdty,10/2006,39.61
25M,CLX06 Comdty,11/2006,52.79,CLX06 Comdty,11/2006,55.74,CLX06 Comdty,11/2006,46.77,CLX06 Comdty,11/2006,43.29,CLX06 Comdty,11/2006,40.44,CLX06 Comdty,11/2006,41.28,CLX06 Comdty,11/2006,42.58,CLX06 Comdty,11/2006,39.38
26M,CLZ06 Comdty,12/2006,52.61,CLZ06 Comdty,12/2006,55.47,CLZ06 Comdty,12/2006,46.5,CLZ06 Comdty,12/2006,43.1,CLZ06 Comdty,12/2006,40.33,CLZ06 Comdty,12/2006,41.16,CLZ06 Comdty,12/2006,42.38,CLZ06 Comdty,12/2006,39.15
27M,CLF07 Comdty,1/2007,52.44,CLF07 Comdty,1/2007,55.23,CLF07 Comdty,1/2007,46.27,CLF07 Comdty,1/2007,42.91,CLF07 Comdty,1/2007,40.2,CLF07 Comdty,1/2007,41.01,CLF07 Comdty,1/2007,42.18,CLF07 Comdty,1/2007,38.93
28M,CLG07 Comdty,2/2007,52.31,CLG07 Comdty,2/2007,55.02,CLG07 Comdty,2/2007,46.05,CLG07 Comdty,2/2007,42.73,CLG07 Comdty,2/2007,40.08,CLG07 Comdty,2/2007,40.86,CLG07 Comdty,2/2007,41.99,CLG07 Comdty,2/2007,38.73
29M,CLH07 Comdty,3/2007,52.18,CLH07 Comdty,3/2007,54.84,CLH07 Comdty,3/2007,45.83,CLH07 Comdty,3/2007,42.57,CLH07 Comdty,3/2007,39.96,CLH07 Comdty,3/2007,40.72,CLH07 Comdty,3/2007,41.81,CLH07 Comdty,3/2007,38.54
30M,CLJ07 Comdty,4/2007,52.05,CLJ07 Comdty,4/2007,54.69,CLJ07 Comdty,4/2007,45.62,CLJ07 Comdty,4/2007,42.43,CLJ07 Comdty,4/2007,39.85,CLJ07 Comdty,4/2007,40.61,CLJ07 Comdty,4/2007,,CLJ07 Comdty,4/2007,
31M,CLK07 Comdty,5/2007,51.92,CLK07 Comdty,5/2007,54.54,CLK07 Comdty,5/2007,45.41,CLK07 Comdty,5/2007,42.29,CLK07 Comdty,5/2007,39.74,CLK07 Comdty,5/2007,40.5,CLK07 Comdty,5/2007,,,,
32M,CLM07 Comdty,6/2007,51.79,CLM07 Comdty,6/2007,54.39,CLM07 Comdty,6/2007,45.2,CLM07 Comdty,6/2007,42.15,CLM07 Comdty,6/2007,39.63,CLM07 Comdty,6/2007,40.39,CLM07 Comdty,6/2007,41.4,CLM07 Comdty,6/2007,38.07
33M,CLN07 Comdty,7/2007,51.64,CLN07 Comdty,7/2007,54.21,CLN07 Comdty,7/2007,45.04,CLN07 Comdty,7/2007,,CLN07 Comdty,7/2007,,,,,,,,,,
34M,CLQ07 Comdty,8/2007,51.49,CLQ07 Comdty,8/2007,54.03,CLQ07 Comdty,8/2007,44.88,CLQ07 Comdty,8/2007,,,,,,,,,,,,,
35M,CLU07 Comdty,9/2007,51.34,CLU07 Comdty,9/2007,53.85,CLU07 Comdty,9/2007,44.72,,,,,,,,,,,,,,,
3Y,CLV07 Comdty,10/2007,,CLV07 Comdty,10/2007,,,,,,,,,,,,,,,,,,,
37M,CLX07 Comdty,11/2007,,,,,,,,,,,,,,,,,,,,,,
38M,CLZ07 Comdty,12/2007,50.84,CLZ07 Comdty,12/2007,53.33,CLZ07 Comdty,12/2007,44.25,CLZ07 Comdty,12/2007,41.4,CLZ07 Comdty,12/2007,38.96,CLZ07 Comdty,12/2007,39.84,CLZ07 Comdty,12/2007,40.64,CLZ07 Comdty,12/2007,37.22
50M,CLZ08 Comdty,12/2008,49.59,CLZ08 Comdty,12/2008,51.93,CLZ08 Comdty,12/2008,43.03,CLZ08 Comdty,12/2008,40.4,CLZ08 Comdty,12/2008,38.05,CLZ08 Comdty,12/2008,38.74,CLZ08 Comdty,12/2008,39.42,CLZ08 Comdty,12/2008,35.97
62M,CLZ09 Comdty,12/2009,48.74,CLZ09 Comdty,12/2009,51.05,CLZ09 Comdty,12/2009,42.28,CLZ09 Comdty,12/2009,39.77,CLZ09 Comdty,12/2009,37.42,CLZ09 Comdty,12/2009,37.99,CLZ09 Comdty,12/2009,38.59,CLZ09 Comdty,12/2009,35.02
74M,CLZ10 Comdty,12/2010,48.14,CLZ10 Comdty,12/2010,50.35,CLZ10 Comdty,12/2010,41.83,CLZ10 Comdty,12/2010,39.37,CLZ10 Comdty,12/2010,37.07,CLZ10 Comdty,12/2010,37.59,CLZ10 Comdty,12/2010,38.19,CLZ10 Comdty,12/2010,34.49
86M,CLZ11 Comdty,12/2011,47.89,CLZ11 Comdty,12/2011,50.02,CLZ11 Comdty,12/2011,41.62,CLZ11 Comdty,12/2011,39.22,CLZ11 Comdty,12/2011,36.99,CLZ11 Comdty,12/2011,37.39,,,,,,
