Period,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price
,"Crude Oil, WTI (NYM) 9/1/2006 USD/barrel",,,"Crude Oil, WTI (NYM) 8/1/2006 USD/barrel",,,"Crude Oil, WTI (NYM) 7/3/2006 USD/barrel",,,"Crude Oil, WTI (NYM) 6/1/2006 USD/barrel",,,"Crude Oil, WTI (NYM) 5/1/2006 USD/barrel",,,"Crude Oil, WTI (NYM) 4/3/2006 USD/barrel",,,"Crude Oil, WTI (NYM) 3/1/2006 USD/barrel",,,"Crude Oil, WTI (NYM) 2/1/2006 USD/barrel",,
1M,,,,,,,,,,,,,,,,,,,,,,CLH06 Comdty,3/2006,66.56
2M,,,,,,,,,,,,,,,,,,,CLJ06 Comdty,4/2006,61.97,CLJ06 Comdty,4/2006,67.42
3M,,,,,,,,,,,,,,,,CLK06 Comdty,5/2006,66.74,CLK06 Comdty,5/2006,63.62,CLK06 Comdty,5/2006,68.02
4M,,,,,,,,,,,,,CLM06 Comdty,6/2006,73.7,CLM06 Comdty,6/2006,68.04,CLM06 Comdty,6/2006,64.66,CLM06 Comdty,6/2006,68.47
5M,,,,,,,,,,CLN06 Comdty,7/2006,70.34,CLN06 Comdty,7/2006,75.22,CLN06 Comdty,7/2006,68.79,CLN06 Comdty,7/2006,65.43,CLN06 Comdty,7/2006,68.81
6M,,,,,,,CLQ06 Comdty,8/2006,73.93,CLQ06 Comdty,8/2006,71.23,CLQ06 Comdty,8/2006,75.94,CLQ06 Comdty,8/2006,69.2,CLQ06 Comdty,8/2006,66.02,CLQ06 Comdty,8/2006,69.06
7M,,,,CLU06 Comdty,9/2006,74.91,CLU06 Comdty,9/2006,74.81,CLU06 Comdty,9/2006,71.86,CLU06 Comdty,9/2006,76.4,CLU06 Comdty,9/2006,69.42,CLU06 Comdty,9/2006,66.49,CLU06 Comdty,9/2006,69.24
8M,CLV06 Comdty,10/2006,69.19,CLV06 Comdty,10/2006,76.18,CLV06 Comdty,10/2006,75.4,CLV06 Comdty,10/2006,72.37,CLV06 Comdty,10/2006,76.7,CLV06 Comdty,10/2006,69.56,CLV06 Comdty,10/2006,66.88,CLV06 Comdty,10/2006,69.37
9M,CLX06 Comdty,11/2006,70.37,CLX06 Comdty,11/2006,76.95,CLX06 Comdty,11/2006,75.81,CLX06 Comdty,11/2006,72.77,CLX06 Comdty,11/2006,76.9,CLX06 Comdty,11/2006,69.66,CLX06 Comdty,11/2006,67.18,CLX06 Comdty,11/2006,69.47
10M,CLZ06 Comdty,12/2006,71.21,CLZ06 Comdty,12/2006,77.51,CLZ06 Comdty,12/2006,76.12,CLZ06 Comdty,12/2006,73.08,CLZ06 Comdty,12/2006,77,CLZ06 Comdty,12/2006,69.74,CLZ06 Comdty,12/2006,67.43,CLZ06 Comdty,12/2006,69.55
11M,CLF07 Comdty,1/2007,71.94,CLF07 Comdty,1/2007,77.97,CLF07 Comdty,1/2007,76.34,CLF07 Comdty,1/2007,73.29,CLF07 Comdty,1/2007,77.01,CLF07 Comdty,1/2007,69.79,CLF07 Comdty,1/2007,67.63,CLF07 Comdty,1/2007,69.61
1Y,CLG07 Comdty,2/2007,72.54,CLG07 Comdty,2/2007,78.32,CLG07 Comdty,2/2007,76.46,CLG07 Comdty,2/2007,73.42,CLG07 Comdty,2/2007,76.97,CLG07 Comdty,2/2007,69.83,CLG07 Comdty,2/2007,67.82,CLG07 Comdty,2/2007,69.62
