"","Ticker","Period","Last_Price","Ticker.1","Period.1","Last_Price.1","Ticker.2","Period.2","Last_Price.2","Ticker.3","Period.3","Last_Price.3","Ticker.4","Period.4","Last_Price.4","Ticker.5","Period.5","Last_Price.5","Ticker.6","Period.6","Last_Price.6","Ticker.7","Period.7","Last_Price.7"
"1","CLM07 Comdty","6/2007",64.4,"CLK07 Comdty","5/2007",65.94,"CLJ07 Comdty","4/2007",62,"CLH07 Comdty","3/2007",57.3,"CLG07 Comdty","2/2007",58.32,"CLF07 Comdty","1/2007",63.43,"CLZ06 Comdty","12/2006",58.71,"CLX06 Comdty","11/2006",61.03
"2","CLN07 Comdty","7/2007",66.11,"CLM07 Comdty","6/2007",67.55,"CLK07 Comdty","5/2007",63.18,"CLJ07 Comdty","4/2007",58.02,"CLH07 Comdty","3/2007",59.41,"CLG07 Comdty","2/2007",65.01,"CLF07 Comdty","1/2007",60.55,"CLZ06 Comdty","12/2006",62.32
"3","CLQ07 Comdty","8/2007",67.17,"CLN07 Comdty","7/2007",68.45,"CLM07 Comdty","6/2007",64.06,"CLK07 Comdty","5/2007",58.75,"CLJ07 Comdty","4/2007",60.34,"CLH07 Comdty","3/2007",66.07,"CLG07 Comdty","2/2007",61.84,"CLF07 Comdty","1/2007",63.36
"4","CLU07 Comdty","9/2007",67.95,"CLQ07 Comdty","8/2007",68.99,"CLN07 Comdty","7/2007",64.78,"CLM07 Comdty","6/2007",59.37,"CLK07 Comdty","5/2007",61.05,"CLJ07 Comdty","4/2007",66.83,"CLH07 Comdty","3/2007",62.84,"CLG07 Comdty","2/2007",64.23
"5","CLV07 Comdty","10/2007",68.53,"CLU07 Comdty","9/2007",69.37,"CLQ07 Comdty","8/2007",65.37,"CLN07 Comdty","7/2007",59.91,"CLM07 Comdty","6/2007",61.65,"CLK07 Comdty","5/2007",67.46,"CLJ07 Comdty","4/2007",63.64,"CLH07 Comdty","3/2007",64.95
"6","CLX07 Comdty","11/2007",69.01,"CLV07 Comdty","10/2007",69.65,"CLU07 Comdty","9/2007",65.86,"CLQ07 Comdty","8/2007",60.41,"CLN07 Comdty","7/2007",62.18,"CLM07 Comdty","6/2007",67.99,"CLK07 Comdty","5/2007",64.28,"CLJ07 Comdty","4/2007",65.55
"7","CLZ07 Comdty","12/2007",69.42,"CLX07 Comdty","11/2007",69.86,"CLV07 Comdty","10/2007",66.27,"CLU07 Comdty","9/2007",60.85,"CLQ07 Comdty","8/2007",62.64,"CLN07 Comdty","7/2007",68.43,"CLM07 Comdty","6/2007",64.82,"CLK07 Comdty","5/2007",66.07
"8","CLF08 Comdty","1/2008",69.77,"CLZ07 Comdty","12/2007",70.03,"CLX07 Comdty","11/2007",66.62,"CLV07 Comdty","10/2007",61.26,"CLU07 Comdty","9/2007",63.06,"CLQ07 Comdty","8/2007",68.83,"CLN07 Comdty","7/2007",65.29,"CLM07 Comdty","6/2007",66.51
"9","CLG08 Comdty","2/2008",70.07,"CLF08 Comdty","1/2008",70.16,"CLZ07 Comdty","12/2007",66.92,"CLX07 Comdty","11/2007",61.62,"CLV07 Comdty","10/2007",63.41,"CLU07 Comdty","9/2007",69.16,"CLQ07 Comdty","8/2007",65.69,"CLN07 Comdty","7/2007",66.88
"10","CLH08 Comdty","3/2008",70.31,"CLG08 Comdty","2/2008",70.25,"CLF08 Comdty","1/2008",67.18,"CLZ07 Comdty","12/2007",61.93,"CLX07 Comdty","11/2007",63.72,"CLV07 Comdty","10/2007",69.44,"CLU07 Comdty","9/2007",66.04,"CLQ07 Comdty","8/2007",67.18
"11","CLJ08 Comdty","4/2008",70.51,"CLH08 Comdty","3/2008",70.31,"CLG08 Comdty","2/2008",67.37,"CLF08 Comdty","1/2008",62.19,"CLZ07 Comdty","12/2007",63.99,"CLX07 Comdty","11/2007",69.68,"CLV07 Comdty","10/2007",66.35,"CLU07 Comdty","9/2007",67.42
"12","CLK08 Comdty","5/2008",70.69,"CLJ08 Comdty","4/2008",70.36,"CLH08 Comdty","3/2008",67.53,"CLG08 Comdty","2/2008",62.38,"CLF08 Comdty","1/2008",64.21,"CLZ07 Comdty","12/2007",69.89,"CLX07 Comdty","11/2007",66.61,"CLV07 Comdty","10/2007",67.61
"13","CLM08 Comdty","6/2008",70.87,"CLK08 Comdty","5/2008",70.41,"CLJ08 Comdty","4/2008",67.65,"CLH08 Comdty","3/2008",62.54,"CLG08 Comdty","2/2008",64.38,"CLF08 Comdty","1/2008",70.08,"CLZ07 Comdty","12/2007",66.82,"CLX07 Comdty","11/2007",67.77
"14","CLN08 Comdty","7/2008",70.99,"CLM08 Comdty","6/2008",70.46,"CLK08 Comdty","5/2008",67.76,"CLJ08 Comdty","4/2008",62.64,"CLH08 Comdty","3/2008",64.51,"CLG08 Comdty","2/2008",70.23,"CLF08 Comdty","1/2008",67.01,"CLZ07 Comdty","12/2007",67.89
"15","CLQ08 Comdty","8/2008",71.07,"CLN08 Comdty","7/2008",70.46,"CLM08 Comdty","6/2008",67.87,"CLK08 Comdty","5/2008",62.72,"CLJ08 Comdty","4/2008",64.64,"CLH08 Comdty","3/2008",70.34,"CLG08 Comdty","2/2008",67.16,"CLF08 Comdty","1/2008",67.97
"16","CLU08 Comdty","9/2008",71.14,"CLQ08 Comdty","8/2008",70.42,"CLN08 Comdty","7/2008",67.96,"CLM08 Comdty","6/2008",62.8,"CLK08 Comdty","5/2008",64.74,"CLJ08 Comdty","4/2008",70.42,"CLH08 Comdty","3/2008",67.29,"CLG08 Comdty","2/2008",68.04
