"","Ticker","Period","Last_Price","Ticker.1","Period.1","Last_Price.1","Ticker.2","Period.2","Last_Price.2","Ticker.3","Period.3","Last_Price.3","Ticker.4","Period.4","Last_Price.4","Ticker.5","Period.5","Last_Price.5","Ticker.6","Period.6","Last_Price.6","Ticker.7","Period.7","Last_Price.7"
"1","CLH12 Comdty","3/2012",97.61,"CLG12 Comdty","2/2012",102.96,"CLF12 Comdty","1/2012",100.2,"CLZ11 Comdty","12/2011",92.19,"CLX11 Comdty","11/2011",77.61,"CLV11 Comdty","10/2011",88.93,"CLU11 Comdty","9/2011",94.89,"CLQ11 Comdty","8/2011",94.94
"2","CLJ12 Comdty","4/2012",97.99,"CLH12 Comdty","3/2012",103.14,"CLG12 Comdty","2/2012",100.33,"CLF12 Comdty","1/2012",92.05,"CLZ11 Comdty","12/2011",77.83,"CLX11 Comdty","11/2011",89.24,"CLV11 Comdty","10/2011",95.33,"CLU11 Comdty","9/2011",95.51
"3","CLK12 Comdty","5/2012",98.41,"CLJ12 Comdty","4/2012",103.32,"CLH12 Comdty","3/2012",100.45,"CLG12 Comdty","2/2012",91.91,"CLF12 Comdty","1/2012",78.04,"CLZ11 Comdty","12/2011",89.62,"CLX11 Comdty","11/2011",95.8,"CLV11 Comdty","10/2011",96.06
"4","CLM12 Comdty","6/2012",98.79,"CLK12 Comdty","5/2012",103.42,"CLJ12 Comdty","4/2012",100.49,"CLH12 Comdty","3/2012",91.78,"CLG12 Comdty","2/2012",78.25,"CLF12 Comdty","1/2012",89.94,"CLZ11 Comdty","12/2011",96.27,"CLX11 Comdty","11/2011",96.61
"5","CLN12 Comdty","7/2012",99.08,"CLM12 Comdty","6/2012",103.35,"CLK12 Comdty","5/2012",100.42,"CLJ12 Comdty","4/2012",91.64,"CLH12 Comdty","3/2012",78.48,"CLG12 Comdty","2/2012",90.22,"CLF12 Comdty","1/2012",96.71,"CLZ11 Comdty","12/2011",97.14
"6","CLQ12 Comdty","8/2012",99.27,"CLN12 Comdty","7/2012",103.15,"CLM12 Comdty","6/2012",100.23,"CLK12 Comdty","5/2012",91.52,"CLJ12 Comdty","4/2012",78.72,"CLH12 Comdty","3/2012",90.48,"CLG12 Comdty","2/2012",97.15,"CLF12 Comdty","1/2012",97.64
"7","CLU12 Comdty","9/2012",99.43,"CLQ12 Comdty","8/2012",102.82,"CLN12 Comdty","7/2012",99.97,"CLM12 Comdty","6/2012",91.39,"CLK12 Comdty","5/2012",78.99,"CLJ12 Comdty","4/2012",90.71,"CLH12 Comdty","3/2012",97.58,"CLG12 Comdty","2/2012",98.1
"8","CLV12 Comdty","10/2012",99.58,"CLU12 Comdty","9/2012",102.41,"CLQ12 Comdty","8/2012",99.68,"CLN12 Comdty","7/2012",91.25,"CLM12 Comdty","6/2012",79.28,"CLK12 Comdty","5/2012",90.92,"CLJ12 Comdty","4/2012",98,"CLH12 Comdty","3/2012",98.53
"9","CLX12 Comdty","11/2012",99.71,"CLV12 Comdty","10/2012",101.99,"CLU12 Comdty","9/2012",99.39,"CLQ12 Comdty","8/2012",91.1,"CLN12 Comdty","7/2012",79.56,"CLM12 Comdty","6/2012",91.13,"CLK12 Comdty","5/2012",98.41,"CLJ12 Comdty","4/2012",98.95
"10","CLZ12 Comdty","12/2012",99.83,"CLX12 Comdty","11/2012",101.62,"CLV12 Comdty","10/2012",99.1,"CLU12 Comdty","9/2012",90.97,"CLQ12 Comdty","8/2012",79.82,"CLN12 Comdty","7/2012",91.34,"CLM12 Comdty","6/2012",98.8,"CLK12 Comdty","5/2012",99.37
