"","Ticker","Period","Last_Price","Ticker.1","Period.1","Last_Price.1","Ticker.2","Period.2","Last_Price.2","Ticker.3","Period.3","Last_Price.3","Ticker.4","Period.4","Last_Price.4","Ticker.5","Period.5","Last_Price.5","Ticker.6","Period.6","Last_Price.6","Ticker.7","Period.7","Last_Price.7"
"1","CLX10 Comdty","11/2010",81.58,"CLV10 Comdty","10/2010",73.91,"CLU10 Comdty","9/2010",81.34,"CLQ10 Comdty","8/2010",72.95,"CLN10 Comdty","7/2010",72.58,"CLM10 Comdty","6/2010",86.19,"CLK10 Comdty","5/2010",84.87,"CLJ10 Comdty","4/2010",78.7
"2","CLZ10 Comdty","12/2010",82.5,"CLX10 Comdty","11/2010",75.36,"CLV10 Comdty","10/2010",81.76,"CLU10 Comdty","9/2010",73.46,"CLQ10 Comdty","8/2010",73.9,"CLN10 Comdty","7/2010",89.15,"CLM10 Comdty","6/2010",85.34,"CLK10 Comdty","5/2010",79.08
"3","CLF11 Comdty","1/2011",83.28,"CLZ10 Comdty","12/2010",76.86,"CLX10 Comdty","11/2010",82.3,"CLV10 Comdty","10/2010",73.93,"CLU10 Comdty","9/2010",74.9,"CLQ10 Comdty","8/2010",90.77,"CLN10 Comdty","7/2010",85.78,"CLM10 Comdty","6/2010",79.48
"4","CLG11 Comdty","2/2011",83.95,"CLF11 Comdty","1/2011",77.9,"CLZ10 Comdty","12/2010",82.82,"CLX10 Comdty","11/2010",74.45,"CLV10 Comdty","10/2010",75.71,"CLU10 Comdty","9/2010",91.67,"CLQ10 Comdty","8/2010",86.11,"CLN10 Comdty","7/2010",79.86
"5","CLH11 Comdty","3/2011",84.54,"CLG11 Comdty","2/2011",78.71,"CLF11 Comdty","1/2011",83.3,"CLZ10 Comdty","12/2010",74.95,"CLX10 Comdty","11/2010",76.45,"CLV10 Comdty","10/2010",92.25,"CLU10 Comdty","9/2010",86.34,"CLQ10 Comdty","8/2010",80.18
"6","CLJ11 Comdty","4/2011",85.03,"CLH11 Comdty","3/2011",79.37,"CLG11 Comdty","2/2011",83.74,"CLF11 Comdty","1/2011",75.34,"CLZ10 Comdty","12/2010",77.15,"CLX10 Comdty","11/2010",92.7,"CLV10 Comdty","10/2010",86.52,"CLU10 Comdty","9/2010",80.47
"7","CLK11 Comdty","5/2011",85.41,"CLJ11 Comdty","4/2011",79.86,"CLH11 Comdty","3/2011",84.15,"CLG11 Comdty","2/2011",75.69,"CLF11 Comdty","1/2011",77.65,"CLZ10 Comdty","12/2010",93.06,"CLX10 Comdty","11/2010",86.67,"CLV10 Comdty","10/2010",80.75
"8","CLM11 Comdty","6/2011",85.74,"CLK11 Comdty","5/2011",80.32,"CLJ11 Comdty","4/2011",84.54,"CLH11 Comdty","3/2011",76.03,"CLG11 Comdty","2/2011",78.1,"CLF11 Comdty","1/2011",93.31,"CLZ10 Comdty","12/2010",86.84,"CLX10 Comdty","11/2010",81.05
"9","CLN11 Comdty","7/2011",86.05,"CLM11 Comdty","6/2011",80.75,"CLK11 Comdty","5/2011",84.91,"CLJ11 Comdty","4/2011",76.36,"CLH11 Comdty","3/2011",78.52,"CLG11 Comdty","2/2011",93.55,"CLF11 Comdty","1/2011",86.93,"CLZ10 Comdty","12/2010",81.37
"10","CLQ11 Comdty","8/2011",86.32,"CLN11 Comdty","7/2011",81.15,"CLM11 Comdty","6/2011",85.26,"CLK11 Comdty","5/2011",76.69,"CLJ11 Comdty","4/2011",78.91,"CLH11 Comdty","3/2011",93.77,"CLG11 Comdty","2/2011",87.03,"CLF11 Comdty","1/2011",81.57
