"","Ticker","Period","Last_Price","Ticker.1","Period.1","Last_Price.1","Ticker.2","Period.2","Last_Price.2","Ticker.3","Period.3","Last_Price.3","Ticker.4","Period.4","Last_Price.4","Ticker.5","Period.5","Last_Price.5","Ticker.6","Period.6","Last_Price.6","Ticker.7","Period.7","Last_Price.7"
"1","CLN5 Comdty","7/2015",60.2,"CLM5 Comdty","6/2015",59.15,"CLK5 Comdty","5/2015",50.09,"CLJ5 Comdty","4/2015",49.59,"CLH5 Comdty","3/2015",49.57,"CLG5 Comdty","2/2015",52.69,"CLF5 Comdty","1/2015",69,"CLZ4 Comdty","12/2014",78.78
"2","CLQ5 Comdty","8/2015",60.48,"CLN5 Comdty","7/2015",60.36,"CLM5 Comdty","6/2015",51.75,"CLK5 Comdty","5/2015",51.52,"CLJ5 Comdty","4/2015",50.45,"CLH5 Comdty","3/2015",53.11,"CLG5 Comdty","2/2015",69.1,"CLF5 Comdty","1/2015",78.84
"3","CLU5 Comdty","9/2015",60.62,"CLQ5 Comdty","8/2015",61.06,"CLN5 Comdty","7/2015",53.06,"CLM5 Comdty","6/2015",52.98,"CLK5 Comdty","5/2015",51.55,"CLJ5 Comdty","4/2015",53.69,"CLH5 Comdty","3/2015",69.21,"CLG5 Comdty","2/2015",78.84
"4","CLV5 Comdty","10/2015",60.72,"CLU5 Comdty","9/2015",61.58,"CLQ5 Comdty","8/2015",53.98,"CLN5 Comdty","7/2015",54.4,"CLM5 Comdty","6/2015",52.72,"CLK5 Comdty","5/2015",54.42,"CLJ5 Comdty","4/2015",69.41,"CLH5 Comdty","3/2015",78.85
"5","CLX5 Comdty","11/2015",60.92,"CLV5 Comdty","10/2015",62.04,"CLU5 Comdty","9/2015",54.74,"CLQ5 Comdty","8/2015",55.68,"CLN5 Comdty","7/2015",53.89,"CLM5 Comdty","6/2015",55.15,"CLK5 Comdty","5/2015",69.62,"CLJ5 Comdty","4/2015",78.85
"6","CLZ5 Comdty","12/2015",61.18,"CLX5 Comdty","11/2015",62.51,"CLV5 Comdty","10/2015",55.44,"CLU5 Comdty","9/2015",56.74,"CLQ5 Comdty","8/2015",54.99,"CLN5 Comdty","7/2015",55.8,"CLM5 Comdty","6/2015",69.79,"CLK5 Comdty","5/2015",78.86
"7","CLF6 Comdty","1/2016",61.43,"CLZ5 Comdty","12/2015",62.94,"CLX5 Comdty","11/2015",56.11,"CLV5 Comdty","10/2015",57.54,"CLU5 Comdty","9/2015",55.94,"CLQ5 Comdty","8/2015",56.42,"CLN5 Comdty","7/2015",69.89,"CLM5 Comdty","6/2015",78.9
"8","CLG6 Comdty","2/2016",61.63,"CLF6 Comdty","1/2016",63.28,"CLZ5 Comdty","12/2015",56.74,"CLX5 Comdty","11/2015",58.21,"CLV5 Comdty","10/2015",56.74,"CLU5 Comdty","9/2015",57.07,"CLQ5 Comdty","8/2015",69.98,"CLN5 Comdty","7/2015",78.91
"9","CLH6 Comdty","3/2016",61.77,"CLG6 Comdty","2/2016",63.51,"CLF6 Comdty","1/2016",57.28,"CLZ5 Comdty","12/2015",58.83,"CLX5 Comdty","11/2015",57.47,"CLV5 Comdty","10/2015",57.71,"CLU5 Comdty","9/2015",70.11,"CLQ5 Comdty","8/2015",78.96
"10","CLJ6 Comdty","4/2016",61.9,"CLH6 Comdty","3/2016",63.67,"CLG6 Comdty","2/2016",57.77,"CLF6 Comdty","1/2016",59.37,"CLZ5 Comdty","12/2015",58.16,"CLX5 Comdty","11/2015",58.38,"CLV5 Comdty","10/2015",70.27,"CLU5 Comdty","9/2015",79.07
