"","Ticker","Period","Last_Price","Ticker.1","Period.1","Last_Price.1","Ticker.2","Period.2","Last_Price.2","Ticker.3","Period.3","Last_Price.3","Ticker.4","Period.4","Last_Price.4","Ticker.5","Period.5","Last_Price.5","Ticker.6","Period.6","Last_Price.6","Ticker.7","Period.7","Last_Price.7"
"1","CLG04 Comdty","2/2004",33.78,"CLF04 Comdty","1/2004",29.95,"CLZ03 Comdty","12/2003",28.9,"CLX03 Comdty","11/2003",29.39,"CLV03 Comdty","10/2003",29.41,"CLU03 Comdty","9/2003",32.31,"CLQ03 Comdty","8/2003",30.4,"CLN03 Comdty","7/2003",30.71
"2","CLH04 Comdty","3/2004",33.51,"CLG04 Comdty","2/2004",29.8,"CLF04 Comdty","1/2004",28.74,"CLZ03 Comdty","12/2003",29.17,"CLX03 Comdty","11/2003",29.35,"CLV03 Comdty","10/2003",31.95,"CLU03 Comdty","9/2003",30.05,"CLQ03 Comdty","8/2003",29.59
"3","CLJ04 Comdty","4/2004",33.01,"CLH04 Comdty","3/2004",29.47,"CLG04 Comdty","2/2004",28.47,"CLF04 Comdty","1/2004",28.73,"CLZ03 Comdty","12/2003",29,"CLX03 Comdty","11/2003",31.36,"CLV03 Comdty","10/2003",29.45,"CLU03 Comdty","9/2003",28.67
"4","CLK04 Comdty","5/2004",32.41,"CLJ04 Comdty","4/2004",29.11,"CLH04 Comdty","3/2004",28.19,"CLG04 Comdty","2/2004",28.32,"CLF04 Comdty","1/2004",28.63,"CLZ03 Comdty","12/2003",30.79,"CLX03 Comdty","11/2003",28.98,"CLV03 Comdty","10/2003",28.07
"5","CLM04 Comdty","6/2004",31.82,"CLK04 Comdty","5/2004",28.75,"CLJ04 Comdty","4/2004",27.91,"CLH04 Comdty","3/2004",27.96,"CLG04 Comdty","2/2004",28.25,"CLF04 Comdty","1/2004",30.19,"CLZ03 Comdty","12/2003",28.55,"CLX03 Comdty","11/2003",27.6
"6","CLN04 Comdty","7/2004",31.26,"CLM04 Comdty","6/2004",28.39,"CLK04 Comdty","5/2004",27.63,"CLJ04 Comdty","4/2004",27.64,"CLH04 Comdty","3/2004",27.87,"CLG04 Comdty","2/2004",29.59,"CLF04 Comdty","1/2004",28.09,"CLZ03 Comdty","12/2003",27.24
"7","CLQ04 Comdty","8/2004",30.76,"CLN04 Comdty","7/2004",28.03,"CLM04 Comdty","6/2004",27.35,"CLK04 Comdty","5/2004",27.34,"CLJ04 Comdty","4/2004",27.49,"CLH04 Comdty","3/2004",29.03,"CLG04 Comdty","2/2004",27.65,"CLF04 Comdty","1/2004",26.89
"8","CLU04 Comdty","9/2004",30.32,"CLQ04 Comdty","8/2004",27.71,"CLN04 Comdty","7/2004",27.1,"CLM04 Comdty","6/2004",27.09,"CLK04 Comdty","5/2004",27.13,"CLJ04 Comdty","4/2004",28.49,"CLH04 Comdty","3/2004",27.25,"CLG04 Comdty","2/2004",26.56
"9","CLV04 Comdty","10/2004",29.94,"CLU04 Comdty","9/2004",27.45,"CLQ04 Comdty","8/2004",26.88,"CLN04 Comdty","7/2004",26.86,"CLM04 Comdty","6/2004",26.78,"CLK04 Comdty","5/2004",28.06,"CLJ04 Comdty","4/2004",26.88,"CLH04 Comdty","3/2004",26.28
"10","CLX04 Comdty","11/2004",29.65,"CLV04 Comdty","10/2004",27.2,"CLU04 Comdty","9/2004",26.66,"CLQ04 Comdty","8/2004",26.66,"CLN04 Comdty","7/2004",26.45,"CLM04 Comdty","6/2004",27.71,"CLK04 Comdty","5/2004",26.55,"CLJ04 Comdty","4/2004",26
"11","CLZ04 Comdty","12/2004",29.42,"CLX04 Comdty","11/2004",26.99,"CLV04 Comdty","10/2004",26.48,"CLU04 Comdty","9/2004",26.48,"CLQ04 Comdty","8/2004",26.19,"CLN04 Comdty","7/2004",27.42,"CLM04 Comdty","6/2004",26.3,"CLK04 Comdty","5/2004",25.76
"12","CLF05 Comdty","1/2005",29.13,"CLZ04 Comdty","12/2004",26.8,"CLX04 Comdty","11/2004",26.32,"CLV04 Comdty","10/2004",26.32,"CLU04 Comdty","9/2004",25.96,"CLQ04 Comdty","8/2004",27.16,"CLN04 Comdty","7/2004",26.08,"CLM04 Comdty","6/2004",25.56
"13","CLG05 Comdty","2/2005",28.88,"CLF05 Comdty","1/2005",26.61,"CLZ04 Comdty","12/2004",26.16,"CLX04 Comdty","11/2004",26.16,"CLV04 Comdty","10/2004",25.75,"CLU04 Comdty","9/2004",26.9,"CLQ04 Comdty","8/2004",25.88,"CLN04 Comdty","7/2004",25.41
"14","CLH05 Comdty","3/2005",28.65,"CLG05 Comdty","2/2005",26.47,"CLF05 Comdty","1/2005",26,"CLZ04 Comdty","12/2004",26,"CLX04 Comdty","11/2004",25.55,"CLV04 Comdty","10/2004",26.67,"CLU04 Comdty","9/2004",25.69,"CLQ04 Comdty","8/2004",25.28
