"","Ticker","Period","Last_Price","Ticker.1","Period.1","Last_Price.1","Ticker.2","Period.2","Last_Price.2","Ticker.3","Period.3","Last_Price.3","Ticker.4","Period.4","Last_Price.4","Ticker.5","Period.5","Last_Price.5","Ticker.6","Period.6","Last_Price.6","Ticker.7","Period.7","Last_Price.7"
"1","CLV04 Comdty","10/2004",44,"CLU04 Comdty","9/2004",43.82,"CLQ04 Comdty","8/2004",38.74,"CLN04 Comdty","7/2004",42.33,"CLM04 Comdty","6/2004",38.21,"CLK04 Comdty","5/2004",34.39,"CLJ04 Comdty","4/2004",36.66,"CLH04 Comdty","3/2004",34.98
"2","CLX04 Comdty","11/2004",43.96,"CLV04 Comdty","10/2004",43.16,"CLU04 Comdty","9/2004",38.83,"CLQ04 Comdty","8/2004",42.19,"CLN04 Comdty","7/2004",37.99,"CLM04 Comdty","6/2004",33.87,"CLK04 Comdty","5/2004",35.99,"CLJ04 Comdty","4/2004",33.48
"3","CLZ04 Comdty","12/2004",43.65,"CLX04 Comdty","11/2004",42.63,"CLV04 Comdty","10/2004",38.6,"CLU04 Comdty","9/2004",41.77,"CLQ04 Comdty","8/2004",37.58,"CLN04 Comdty","7/2004",33.44,"CLM04 Comdty","6/2004",35.23,"CLK04 Comdty","5/2004",32.75
"4","CLF05 Comdty","1/2005",43.23,"CLZ04 Comdty","12/2004",42.14,"CLX04 Comdty","11/2004",38.34,"CLV04 Comdty","10/2004",41.2,"CLU04 Comdty","9/2004",37.07,"CLQ04 Comdty","8/2004",33.02,"CLN04 Comdty","7/2004",34.57,"CLM04 Comdty","6/2004",32.18
"5","CLG05 Comdty","2/2005",42.83,"CLF05 Comdty","1/2005",41.62,"CLZ04 Comdty","12/2004",38.06,"CLX04 Comdty","11/2004",40.62,"CLV04 Comdty","10/2004",36.62,"CLU04 Comdty","9/2004",32.67,"CLQ04 Comdty","8/2004",34,"CLN04 Comdty","7/2004",31.67
"6","CLH05 Comdty","3/2005",42.43,"CLG05 Comdty","2/2005",41.18,"CLF05 Comdty","1/2005",37.67,"CLZ04 Comdty","12/2004",40.05,"CLX04 Comdty","11/2004",36.2,"CLV04 Comdty","10/2004",32.37,"CLU04 Comdty","9/2004",33.51,"CLQ04 Comdty","8/2004",31.2
"7","CLJ05 Comdty","4/2005",42.04,"CLH05 Comdty","3/2005",40.77,"CLG05 Comdty","2/2005",37.32,"CLF05 Comdty","1/2005",39.43,"CLZ04 Comdty","12/2004",35.8,"CLX04 Comdty","11/2004",32.1,"CLV04 Comdty","10/2004",33.11,"CLU04 Comdty","9/2004",30.82
"8","CLK05 Comdty","5/2005",41.65,"CLJ05 Comdty","4/2005",40.39,"CLH05 Comdty","3/2005",37,"CLG05 Comdty","2/2005",38.87,"CLF05 Comdty","1/2005",35.32,"CLZ04 Comdty","12/2004",31.84,"CLX04 Comdty","11/2004",32.75,"CLV04 Comdty","10/2004",30.54
"9","CLM05 Comdty","6/2005",41.26,"CLK05 Comdty","5/2005",40.02,"CLJ05 Comdty","4/2005",36.69,"CLH05 Comdty","3/2005",38.39,"CLG05 Comdty","2/2005",34.88,"CLF05 Comdty","1/2005",31.52,"CLZ04 Comdty","12/2004",32.42,"CLX04 Comdty","11/2004",30.3
"10","CLN05 Comdty","7/2005",40.86,"CLM05 Comdty","6/2005",39.67,"CLK05 Comdty","5/2005",36.41,"CLJ05 Comdty","4/2005",37.97,"CLH05 Comdty","3/2005",34.48,"CLG05 Comdty","2/2005",31.25,"CLF05 Comdty","1/2005",32.07,"CLZ04 Comdty","12/2004",30.09
"11","CLQ05 Comdty","8/2005",40.51,"CLN05 Comdty","7/2005",39.37,"CLM05 Comdty","6/2005",36.16,"CLK05 Comdty","5/2005",37.57,"CLJ05 Comdty","4/2005",34.08,"CLH05 Comdty","3/2005",31.02,"CLG05 Comdty","2/2005",31.77,"CLF05 Comdty","1/2005",29.82
"12","CLU05 Comdty","9/2005",40.22,"CLQ05 Comdty","8/2005",39.12,"CLN05 Comdty","7/2005",35.93,"CLM05 Comdty","6/2005",37.21,"CLK05 Comdty","5/2005",33.69,"CLJ05 Comdty","4/2005",30.81,"CLH05 Comdty","3/2005",31.48,"CLG05 Comdty","2/2005",29.62
"13","CLV05 Comdty","10/2005",39.94,"CLU05 Comdty","9/2005",38.9,"CLQ05 Comdty","8/2005",35.71,"CLN05 Comdty","7/2005",36.91,"CLM05 Comdty","6/2005",33.33,"CLK05 Comdty","5/2005",30.61,"CLJ05 Comdty","4/2005",31.19,"CLH05 Comdty","3/2005",29.43
"14","CLX05 Comdty","11/2005",39.66,"CLV05 Comdty","10/2005",38.7,"CLU05 Comdty","9/2005",35.5,"CLQ05 Comdty","8/2005",36.62,"CLN05 Comdty","7/2005",33.06,"CLM05 Comdty","6/2005",30.41,"CLK05 Comdty","5/2005",30.91,"CLJ05 Comdty","4/2005",29.25
"15","CLZ05 Comdty","12/2005",39.4,"CLX05 Comdty","11/2005",38.51,"CLV05 Comdty","10/2005",35.3,"CLU05 Comdty","9/2005",36.35,"CLQ05 Comdty","8/2005",32.8,"CLN05 Comdty","7/2005",30.24,"CLM05 Comdty","6/2005",30.64,"CLK05 Comdty","5/2005",29.07
"16","CLF06 Comdty","1/2006",39.08,"CLZ05 Comdty","12/2005",38.34,"CLX05 Comdty","11/2005",35.1,"CLV05 Comdty","10/2005",36.11,"CLU05 Comdty","9/2005",32.56,"CLQ05 Comdty","8/2005",30.1,"CLN05 Comdty","7/2005",30.39,"CLM05 Comdty","6/2005",28.89
"17","CLG06 Comdty","2/2006",38.77,"CLF06 Comdty","1/2006",38.16,"CLZ05 Comdty","12/2005",34.91,"CLX05 Comdty","11/2005",35.88,"CLV05 Comdty","10/2005",32.32,"CLU05 Comdty","9/2005",29.97,"CLQ05 Comdty","8/2005",30.16,"CLN05 Comdty","7/2005",28.73
"18","CLH06 Comdty","3/2006",38.48,"CLG06 Comdty","2/2006",37.99,"CLF06 Comdty","1/2006",34.7,"CLZ05 Comdty","12/2005",35.66,"CLX05 Comdty","11/2005",32.1,"CLV05 Comdty","10/2005",29.84,"CLU05 Comdty","9/2005",29.94,"CLQ05 Comdty","8/2005",28.57
"19","CLJ06 Comdty","4/2006",38.22,"CLH06 Comdty","3/2006",37.82,"CLG06 Comdty","2/2006",34.5,"CLF06 Comdty","1/2006",35.39,"CLZ05 Comdty","12/2005",31.91,"CLX05 Comdty","11/2005",29.71,"CLV05 Comdty","10/2005",29.73,"CLU05 Comdty","9/2005",28.41
"20","CLK06 Comdty","5/2006",37.99,"CLJ06 Comdty","4/2006",37.64,"CLH06 Comdty","3/2006",34.31,"CLG06 Comdty","2/2006",35.15,"CLF06 Comdty","1/2006",31.68,"CLZ05 Comdty","12/2005",29.59,"CLX05 Comdty","11/2005",29.54,"CLV05 Comdty","10/2005",28.29
"21","CLM06 Comdty","6/2006",37.76,"CLK06 Comdty","5/2006",37.47,"CLJ06 Comdty","4/2006",34.15,"CLH06 Comdty","3/2006",34.93,"CLG06 Comdty","2/2006",31.48,"CLF06 Comdty","1/2006",29.46,"CLZ05 Comdty","12/2005",29.37,"CLX05 Comdty","11/2005",28.17
"22","CLN06 Comdty","7/2006",37.56,"CLM06 Comdty","6/2006",37.32,"CLK06 Comdty","5/2006",34.01,"CLJ06 Comdty","4/2006",34.74,"CLH06 Comdty","3/2006",31.29,"CLG06 Comdty","2/2006",29.35,"CLF06 Comdty","1/2006",29.22,"CLZ05 Comdty","12/2005",28.07
