"","Ticker","Period","Last_Price","Ticker.1","Period.1","Last_Price.1","Ticker.2","Period.2","Last_Price.2","Ticker.3","Period.3","Last_Price.3","Ticker.4","Period.4","Last_Price.4","Ticker.5","Period.5","Last_Price.5","Ticker.6","Period.6","Last_Price.6","Ticker.7","Period.7","Last_Price.7"
"1","CLM05 Comdty","6/2005",50.92,"CLK05 Comdty","5/2005",57.27,"CLJ05 Comdty","4/2005",51.68,"CLH05 Comdty","3/2005",47.12,"CLG05 Comdty","2/2005",43.91,"CLF05 Comdty","1/2005",45.49,"CLZ04 Comdty","12/2004",50.13,"CLX04 Comdty","11/2004",50.12
"2","CLN05 Comdty","7/2005",52.64,"CLM05 Comdty","6/2005",58.29,"CLK05 Comdty","5/2005",52.31,"CLJ05 Comdty","4/2005",47.57,"CLH05 Comdty","3/2005",44.08,"CLG05 Comdty","2/2005",45.7,"CLF05 Comdty","1/2005",50.01,"CLZ04 Comdty","12/2004",49.69
"3","CLQ05 Comdty","8/2005",53.56,"CLN05 Comdty","7/2005",58.87,"CLM05 Comdty","6/2005",52.53,"CLK05 Comdty","5/2005",47.79,"CLJ05 Comdty","4/2005",44.05,"CLH05 Comdty","3/2005",45.76,"CLG05 Comdty","2/2005",49.73,"CLF05 Comdty","1/2005",49.06
"4","CLU05 Comdty","9/2005",54.08,"CLQ05 Comdty","8/2005",59.09,"CLN05 Comdty","7/2005",52.46,"CLM05 Comdty","6/2005",47.72,"CLK05 Comdty","5/2005",43.81,"CLJ05 Comdty","4/2005",45.59,"CLH05 Comdty","3/2005",49.3,"CLG05 Comdty","2/2005",48.44
"5","CLV05 Comdty","10/2005",54.32,"CLU05 Comdty","9/2005",59.12,"CLQ05 Comdty","8/2005",52.17,"CLN05 Comdty","7/2005",47.52,"CLM05 Comdty","6/2005",43.55,"CLK05 Comdty","5/2005",45.3,"CLJ05 Comdty","4/2005",48.83,"CLH05 Comdty","3/2005",47.78
"6","CLX05 Comdty","11/2005",54.39,"CLV05 Comdty","10/2005",59.02,"CLU05 Comdty","9/2005",51.78,"CLQ05 Comdty","8/2005",47.21,"CLN05 Comdty","7/2005",43.29,"CLM05 Comdty","6/2005",44.99,"CLK05 Comdty","5/2005",48.36,"CLJ05 Comdty","4/2005",47.12
"7","CLZ05 Comdty","12/2005",54.37,"CLX05 Comdty","11/2005",58.83,"CLV05 Comdty","10/2005",51.39,"CLU05 Comdty","9/2005",46.89,"CLQ05 Comdty","8/2005",43.06,"CLN05 Comdty","7/2005",44.68,"CLM05 Comdty","6/2005",47.89,"CLK05 Comdty","5/2005",46.47
"8","CLF06 Comdty","1/2006",54.25,"CLZ05 Comdty","12/2005",58.63,"CLX05 Comdty","11/2005",51.01,"CLV05 Comdty","10/2005",46.56,"CLU05 Comdty","9/2005",42.84,"CLQ05 Comdty","8/2005",44.39,"CLN05 Comdty","7/2005",47.41,"CLM05 Comdty","6/2005",45.84
"9","CLG06 Comdty","2/2006",54.12,"CLF06 Comdty","1/2006",58.32,"CLZ05 Comdty","12/2005",50.65,"CLX05 Comdty","11/2005",46.27,"CLV05 Comdty","10/2005",42.61,"CLU05 Comdty","9/2005",44.11,"CLQ05 Comdty","8/2005",46.95,"CLN05 Comdty","7/2005",45.24
"10","CLH06 Comdty","3/2006",53.99,"CLG06 Comdty","2/2006",58.02,"CLF06 Comdty","1/2006",50.21,"CLZ05 Comdty","12/2005",45.99,"CLX05 Comdty","11/2005",42.4,"CLV05 Comdty","10/2005",43.83,"CLU05 Comdty","9/2005",46.52,"CLQ05 Comdty","8/2005",44.7
"11","CLJ06 Comdty","4/2006",53.85,"CLH06 Comdty","3/2006",57.73,"CLG06 Comdty","2/2006",49.77,"CLF06 Comdty","1/2006",45.66,"CLZ05 Comdty","12/2005",42.2,"CLX05 Comdty","11/2005",43.56,"CLV05 Comdty","10/2005",46.13,"CLU05 Comdty","9/2005",44.21
"12","CLK06 Comdty","5/2006",53.72,"CLJ06 Comdty","4/2006",57.47,"CLH06 Comdty","3/2006",49.37,"CLG06 Comdty","2/2006",45.34,"CLF06 Comdty","1/2006",41.95,"CLZ05 Comdty","12/2005",43.32,"CLX05 Comdty","11/2005",45.77,"CLV05 Comdty","10/2005",43.75
"13","CLM06 Comdty","6/2006",53.59,"CLK06 Comdty","5/2006",57.24,"CLJ06 Comdty","4/2006",49,"CLH06 Comdty","3/2006",45.04,"CLG06 Comdty","2/2006",41.71,"CLF06 Comdty","1/2006",43.02,"CLZ05 Comdty","12/2005",45.44,"CLX05 Comdty","11/2005",43.31
"14","CLN06 Comdty","7/2006",53.46,"CLM06 Comdty","6/2006",57.01,"CLK06 Comdty","5/2006",48.66,"CLJ06 Comdty","4/2006",44.78,"CLH06 Comdty","3/2006",41.49,"CLG06 Comdty","2/2006",42.75,"CLF06 Comdty","1/2006",45.12,"CLZ05 Comdty","12/2005",42.9
"15","CLQ06 Comdty","8/2006",53.32,"CLN06 Comdty","7/2006",56.78,"CLM06 Comdty","6/2006",48.32,"CLK06 Comdty","5/2006",44.53,"CLJ06 Comdty","4/2006",41.32,"CLH06 Comdty","3/2006",42.51,"CLG06 Comdty","2/2006",44.82,"CLF06 Comdty","1/2006",42.49
"16","CLU06 Comdty","9/2006",53.16,"CLQ06 Comdty","8/2006",56.54,"CLN06 Comdty","7/2006",47.99,"CLM06 Comdty","6/2006",44.29,"CLK06 Comdty","5/2006",41.16,"CLJ06 Comdty","4/2006",42.3,"CLH06 Comdty","3/2006",44.54,"CLG06 Comdty","2/2006",42.09
"17","CLV06 Comdty","10/2006",52.97,"CLU06 Comdty","9/2006",56.29,"CLQ06 Comdty","8/2006",47.67,"CLN06 Comdty","7/2006",44.08,"CLM06 Comdty","6/2006",41.01,"CLK06 Comdty","5/2006",42.1,"CLJ06 Comdty","4/2006",44.27,"CLH06 Comdty","3/2006",41.71
"18","CLX06 Comdty","11/2006",52.79,"CLV06 Comdty","10/2006",56.01,"CLU06 Comdty","9/2006",47.35,"CLQ06 Comdty","8/2006",43.88,"CLN06 Comdty","7/2006",40.89,"CLM06 Comdty","6/2006",41.91,"CLK06 Comdty","5/2006",44,"CLJ06 Comdty","4/2006",41.35
"19","CLZ06 Comdty","12/2006",52.61,"CLX06 Comdty","11/2006",55.74,"CLV06 Comdty","10/2006",47.05,"CLU06 Comdty","9/2006",43.68,"CLQ06 Comdty","8/2006",40.77,"CLN06 Comdty","7/2006",41.77,"CLM06 Comdty","6/2006",43.73,"CLK06 Comdty","5/2006",41.02
"20","CLF07 Comdty","1/2007",52.44,"CLZ06 Comdty","12/2006",55.47,"CLX06 Comdty","11/2006",46.77,"CLV06 Comdty","10/2006",43.48,"CLU06 Comdty","9/2006",40.66,"CLQ06 Comdty","8/2006",41.64,"CLN06 Comdty","7/2006",43.47,"CLM06 Comdty","6/2006",40.69
"21","CLG07 Comdty","2/2007",52.31,"CLF07 Comdty","1/2007",55.23,"CLZ06 Comdty","12/2006",46.5,"CLX06 Comdty","11/2006",43.29,"CLV06 Comdty","10/2006",40.55,"CLU06 Comdty","9/2006",41.52,"CLQ06 Comdty","8/2006",43.22,"CLN06 Comdty","7/2006",40.39
"22","CLH07 Comdty","3/2007",52.18,"CLG07 Comdty","2/2007",55.02,"CLF07 Comdty","1/2007",46.27,"CLZ06 Comdty","12/2006",43.1,"CLX06 Comdty","11/2006",40.44,"CLV06 Comdty","10/2006",41.4,"CLU06 Comdty","9/2006",43,"CLQ06 Comdty","8/2006",40.12
"23","CLJ07 Comdty","4/2007",52.05,"CLH07 Comdty","3/2007",54.84,"CLG07 Comdty","2/2007",46.05,"CLF07 Comdty","1/2007",42.91,"CLZ06 Comdty","12/2006",40.33,"CLX06 Comdty","11/2006",41.28,"CLV06 Comdty","10/2006",42.79,"CLU06 Comdty","9/2006",39.86
"24","CLK07 Comdty","5/2007",51.92,"CLJ07 Comdty","4/2007",54.69,"CLH07 Comdty","3/2007",45.83,"CLG07 Comdty","2/2007",42.73,"CLF07 Comdty","1/2007",40.2,"CLZ06 Comdty","12/2006",41.16,"CLX06 Comdty","11/2006",42.58,"CLV06 Comdty","10/2006",39.61
"25","CLM07 Comdty","6/2007",51.79,"CLK07 Comdty","5/2007",54.54,"CLJ07 Comdty","4/2007",45.62,"CLH07 Comdty","3/2007",42.57,"CLG07 Comdty","2/2007",40.08,"CLF07 Comdty","1/2007",41.01,"CLZ06 Comdty","12/2006",42.38,"CLX06 Comdty","11/2006",39.38
"26","CLN07 Comdty","7/2007",51.64,"CLM07 Comdty","6/2007",54.39,"CLK07 Comdty","5/2007",45.41,"CLJ07 Comdty","4/2007",42.43,"CLH07 Comdty","3/2007",39.96,"CLG07 Comdty","2/2007",40.86,"CLF07 Comdty","1/2007",42.18,"CLZ06 Comdty","12/2006",39.15
"27","CLQ07 Comdty","8/2007",51.49,"CLN07 Comdty","7/2007",54.21,"CLM07 Comdty","6/2007",45.2,"CLK07 Comdty","5/2007",42.29,"CLJ07 Comdty","4/2007",39.85,"CLH07 Comdty","3/2007",40.72,"CLG07 Comdty","2/2007",41.99,"CLF07 Comdty","1/2007",38.93
"28","CLU07 Comdty","9/2007",51.34,"CLQ07 Comdty","8/2007",54.03,"CLN07 Comdty","7/2007",45.04,"CLM07 Comdty","6/2007",42.15,"CLK07 Comdty","5/2007",39.74,"CLJ07 Comdty","4/2007",40.61,"CLH07 Comdty","3/2007",41.81,"CLG07 Comdty","2/2007",38.73
"29","CLV07 Comdty","10/2007",0,"CLU07 Comdty","9/2007",53.85,"CLQ07 Comdty","8/2007",44.88,"CLN07 Comdty","7/2007",0,"CLM07 Comdty","6/2007",39.63,"CLK07 Comdty","5/2007",40.5,"CLJ07 Comdty","4/2007",0,"CLH07 Comdty","3/2007",38.54
"30","CLX07 Comdty","11/2007",0,"CLV07 Comdty","10/2007",0,"CLU07 Comdty","9/2007",44.72,"CLQ07 Comdty","8/2007",0,"CLN07 Comdty","7/2007",0,"CLM07 Comdty","6/2007",40.39,"CLK07 Comdty","5/2007",0,"CLJ07 Comdty","4/2007",0
"31","CLZ07 Comdty","12/2007",50.84,"","",0,"","",0,"","",0,"","",0,"","",0,"CLM07 Comdty","6/2007",41.4,"","",0
"32","CLZ08 Comdty","12/2008",49.59,"CLZ07 Comdty","12/2007",53.33,"","",0,"","",0,"","",0,"","",0,"","",0,"CLM07 Comdty","6/2007",38.07
"33","CLZ09 Comdty","12/2009",48.74,"CLZ08 Comdty","12/2008",51.93,"CLZ07 Comdty","12/2007",44.25,"","",0,"","",0,"","",0,"","",0,"","",0
"34","CLZ10 Comdty","12/2010",48.14,"CLZ09 Comdty","12/2009",51.05,"CLZ08 Comdty","12/2008",43.03,"CLZ07 Comdty","12/2007",41.4,"","",0,"","",0,"","",0,"","",0
"35","CLZ11 Comdty","12/2011",47.89,"CLZ10 Comdty","12/2010",50.35,"CLZ09 Comdty","12/2009",42.28,"CLZ08 Comdty","12/2008",40.4,"CLZ07 Comdty","12/2007",38.96,"","",0,"","",0,"","",0
"36",NA,NA,NA,"CLZ11 Comdty","12/2011",50.02,"CLZ10 Comdty","12/2010",41.83,"CLZ09 Comdty","12/2009",39.77,"CLZ08 Comdty","12/2008",38.05,"CLZ07 Comdty","12/2007",39.84,"","",0,"","",0
"37",NA,NA,NA,NA,NA,NA,"CLZ11 Comdty","12/2011",41.62,"CLZ10 Comdty","12/2010",39.37,"CLZ09 Comdty","12/2009",37.42,"CLZ08 Comdty","12/2008",38.74,"CLZ07 Comdty","12/2007",40.64,"","",0
"38",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CLZ11 Comdty","12/2011",39.22,"CLZ10 Comdty","12/2010",37.07,"CLZ09 Comdty","12/2009",37.99,"CLZ08 Comdty","12/2008",39.42,"CLZ07 Comdty","12/2007",37.22
"39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CLZ11 Comdty","12/2011",36.99,"CLZ10 Comdty","12/2010",37.59,"CLZ09 Comdty","12/2009",38.59,"CLZ08 Comdty","12/2008",35.97
"40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CLZ11 Comdty","12/2011",37.39,"CLZ10 Comdty","12/2010",38.19,"CLZ09 Comdty","12/2009",35.02
