"","Ticker","Period","Last_Price","Ticker.1","Period.1","Last_Price.1","Ticker.2","Period.2","Last_Price.2","Ticker.3","Period.3","Last_Price.3","Ticker.4","Period.4","Last_Price.4","Ticker.5","Period.5","Last_Price.5","Ticker.6","Period.6","Last_Price.6","Ticker.7","Period.7","Last_Price.7"
"1","CLG02 Comdty","2/2002",21.01,"CLF02 Comdty","1/2002",20.09,"CLZ01 Comdty","12/2001",20.39,"CLX01 Comdty","11/2001",23.28,"CLV01 Comdty","10/2001",26.93,"CLU01 Comdty","9/2001",26.77,"CLQ01 Comdty","8/2001",25.95,"CLN01 Comdty","7/2001",27.93
"2","CLH02 Comdty","3/2002",21.23,"CLG02 Comdty","2/2002",20.39,"CLF02 Comdty","1/2002",20.58,"CLZ01 Comdty","12/2001",23.56,"CLX01 Comdty","11/2001",27.07,"CLV01 Comdty","10/2001",26.13,"CLU01 Comdty","9/2001",25.83,"CLQ01 Comdty","8/2001",28.17
"3","CLJ02 Comdty","4/2002",21.34,"CLH02 Comdty","3/2002",20.53,"CLG02 Comdty","2/2002",20.75,"CLF02 Comdty","1/2002",23.69,"CLZ01 Comdty","12/2001",27.07,"CLX01 Comdty","11/2001",26.05,"CLV01 Comdty","10/2001",25.81,"CLU01 Comdty","9/2001",28.17
"4","CLK02 Comdty","5/2002",21.42,"CLJ02 Comdty","4/2002",20.63,"CLH02 Comdty","3/2002",20.85,"CLG02 Comdty","2/2002",23.81,"CLF02 Comdty","1/2002",26.8,"CLZ01 Comdty","12/2001",25.97,"CLX01 Comdty","11/2001",25.8,"CLV01 Comdty","10/2001",28.03
"5","CLM02 Comdty","6/2002",21.46,"CLK02 Comdty","5/2002",20.72,"CLJ02 Comdty","4/2002",20.92,"CLH02 Comdty","3/2002",23.86,"CLG02 Comdty","2/2002",26.52,"CLF02 Comdty","1/2002",25.79,"CLZ01 Comdty","12/2001",25.8,"CLX01 Comdty","11/2001",27.82
"6","CLN02 Comdty","7/2002",21.47,"CLM02 Comdty","6/2002",20.81,"CLK02 Comdty","5/2002",20.97,"CLJ02 Comdty","4/2002",23.86,"CLH02 Comdty","3/2002",26.24,"CLG02 Comdty","2/2002",25.58,"CLF02 Comdty","1/2002",25.7,"CLZ01 Comdty","12/2001",27.59
"7","CLQ02 Comdty","8/2002",21.48,"CLN02 Comdty","7/2002",20.88,"CLM02 Comdty","6/2002",20.99,"CLK02 Comdty","5/2002",23.83,"CLJ02 Comdty","4/2002",25.97,"CLH02 Comdty","3/2002",25.37,"CLG02 Comdty","2/2002",25.55,"CLF02 Comdty","1/2002",27.33
"8","CLU02 Comdty","9/2002",21.5,"CLQ02 Comdty","8/2002",20.94,"CLN02 Comdty","7/2002",20.99,"CLM02 Comdty","6/2002",23.78,"CLK02 Comdty","5/2002",25.71,"CLJ02 Comdty","4/2002",25.17,"CLH02 Comdty","3/2002",25.39,"CLG02 Comdty","2/2002",27.07
"9","CLV02 Comdty","10/2002",21.52,"CLU02 Comdty","9/2002",21,"CLQ02 Comdty","8/2002",20.98,"CLN02 Comdty","7/2002",23.7,"CLM02 Comdty","6/2002",25.45,"CLK02 Comdty","5/2002",24.98,"CLJ02 Comdty","4/2002",25.23,"CLH02 Comdty","3/2002",26.82
"10","CLX02 Comdty","11/2002",21.54,"CLV02 Comdty","10/2002",21.06,"CLU02 Comdty","9/2002",20.96,"CLQ02 Comdty","8/2002",23.57,"CLN02 Comdty","7/2002",25.2,"CLM02 Comdty","6/2002",24.79,"CLK02 Comdty","5/2002",25.07,"CLJ02 Comdty","4/2002",26.57
