"","Ticker","Period","Last_Price","Ticker.1","Period.1","Last_Price.1","Ticker.2","Period.2","Last_Price.2","Ticker.3","Period.3","Last_Price.3","Ticker.4","Period.4","Last_Price.4","Ticker.5","Period.5","Last_Price.5","Ticker.6","Period.6","Last_Price.6","Ticker.7","Period.7","Last_Price.7"
"1","CLX08 Comdty","11/2008",98.53,"CLV08 Comdty","10/2008",109.71,"CLU08 Comdty","9/2008",125.1,"CLQ08 Comdty","8/2008",140.97,"CLN08 Comdty","7/2008",127.76,"CLM08 Comdty","6/2008",112.52,"CLK08 Comdty","5/2008",100.98,"CLH08 Comdty","3/2008",88.96
"2","CLZ08 Comdty","12/2008",97.92,"CLX08 Comdty","11/2008",110.3,"CLV08 Comdty","10/2008",125.5,"CLU08 Comdty","9/2008",141.58,"CLQ08 Comdty","8/2008",128.05,"CLN08 Comdty","7/2008",111.8,"CLM08 Comdty","6/2008",100.5,"CLJ08 Comdty","4/2008",89
"3","CLF09 Comdty","1/2009",98,"CLZ08 Comdty","12/2008",110.97,"CLX08 Comdty","11/2008",125.94,"CLV08 Comdty","10/2008",141.98,"CLU08 Comdty","9/2008",128.11,"CLQ08 Comdty","8/2008",111.08,"CLN08 Comdty","7/2008",100,"CLK08 Comdty","5/2008",88.92
"4","CLG09 Comdty","2/2009",98.17,"CLF09 Comdty","1/2009",111.55,"CLZ08 Comdty","12/2008",126.3,"CLX08 Comdty","11/2008",142.28,"CLV08 Comdty","10/2008",128.04,"CLU08 Comdty","9/2008",110.5,"CLQ08 Comdty","8/2008",99.51,"CLM08 Comdty","6/2008",88.79
"5","CLH09 Comdty","3/2009",98.41,"CLG09 Comdty","2/2009",112.11,"CLF09 Comdty","1/2009",126.54,"CLZ08 Comdty","12/2008",142.47,"CLX08 Comdty","11/2008",127.94,"CLV08 Comdty","10/2008",109.98,"CLU08 Comdty","9/2008",99.06,"CLN08 Comdty","7/2008",88.64
"6","CLJ09 Comdty","4/2009",98.68,"CLH09 Comdty","3/2009",112.59,"CLG09 Comdty","2/2009",126.66,"CLF09 Comdty","1/2009",142.59,"CLZ08 Comdty","12/2008",127.82,"CLX08 Comdty","11/2008",109.49,"CLV08 Comdty","10/2008",98.63,"CLQ08 Comdty","8/2008",88.5
"7","CLK09 Comdty","5/2009",99.01,"CLJ09 Comdty","4/2009",113.01,"CLH09 Comdty","3/2009",126.66,"CLG09 Comdty","2/2009",142.65,"CLF09 Comdty","1/2009",127.64,"CLZ08 Comdty","12/2008",109.04,"CLX08 Comdty","11/2008",98.22,"CLU08 Comdty","9/2008",88.37
"8","CLM09 Comdty","6/2009",99.34,"CLK09 Comdty","5/2009",113.36,"CLJ09 Comdty","4/2009",126.6,"CLH09 Comdty","3/2009",142.65,"CLG09 Comdty","2/2009",127.44,"CLF09 Comdty","1/2009",108.57,"CLZ08 Comdty","12/2008",97.81,"CLV08 Comdty","10/2008",88.25
"9","CLN09 Comdty","7/2009",99.62,"CLM09 Comdty","6/2009",113.62,"CLK09 Comdty","5/2009",126.47,"CLJ09 Comdty","4/2009",142.52,"CLH09 Comdty","3/2009",127.24,"CLG09 Comdty","2/2009",108.15,"CLF09 Comdty","1/2009",97.38,"CLX08 Comdty","11/2008",88.13
"10","CLQ09 Comdty","8/2009",99.9,"CLN09 Comdty","7/2009",113.84,"CLM09 Comdty","6/2009",126.32,"CLK09 Comdty","5/2009",142.37,"CLJ09 Comdty","4/2009",127.04,"CLH09 Comdty","3/2009",107.76,"CLG09 Comdty","2/2009",97,"CLZ08 Comdty","12/2008",88.01
"11","CLU09 Comdty","9/2009",100.18,"CLQ09 Comdty","8/2009",114.02,"CLN09 Comdty","7/2009",126.15,"CLM09 Comdty","6/2009",142.18,"CLK09 Comdty","5/2009",126.86,"CLJ09 Comdty","4/2009",107.38,"CLH09 Comdty","3/2009",96.65,"CLF09 Comdty","1/2009",87.89
"12","CLV09 Comdty","10/2009",100.46,"CLU09 Comdty","9/2009",114.15,"CLQ09 Comdty","8/2009",125.97,"CLN09 Comdty","7/2009",141.96,"CLM09 Comdty","6/2009",126.68,"CLK09 Comdty","5/2009",107.04,"CLJ09 Comdty","4/2009",96.34,"CLG09 Comdty","2/2009",87.77
"13","CLX09 Comdty","11/2009",100.73,"CLV09 Comdty","10/2009",114.25,"CLU09 Comdty","9/2009",125.79,"CLQ09 Comdty","8/2009",141.74,"CLN09 Comdty","7/2009",126.5,"CLM09 Comdty","6/2009",106.72,"CLK09 Comdty","5/2009",96.03,"CLH09 Comdty","3/2009",87.65
"14","CLZ09 Comdty","12/2009",100.99,"CLX09 Comdty","11/2009",114.32,"CLV09 Comdty","10/2009",125.62,"CLU09 Comdty","9/2009",141.53,"CLQ09 Comdty","8/2009",126.33,"CLN09 Comdty","7/2009",106.43,"CLM09 Comdty","6/2009",95.75,"CLJ09 Comdty","4/2009",87.53
"15","CLF10 Comdty","1/2010",101.2,"CLZ09 Comdty","12/2009",114.37,"CLX09 Comdty","11/2009",125.45,"CLV09 Comdty","10/2009",141.32,"CLU09 Comdty","9/2009",126.16,"CLQ09 Comdty","8/2009",106.17,"CLN09 Comdty","7/2009",95.49,"CLK09 Comdty","5/2009",87.41
"16","CLG10 Comdty","2/2010",101.41,"CLF10 Comdty","1/2010",114.43,"CLZ09 Comdty","12/2009",125.29,"CLX09 Comdty","11/2009",141.12,"CLV09 Comdty","10/2009",125.99,"CLU09 Comdty","9/2009",105.92,"CLQ09 Comdty","8/2009",95.27,"CLM09 Comdty","6/2009",87.32
"17","CLH10 Comdty","3/2010",101.62,"CLG10 Comdty","2/2010",114.49,"CLF10 Comdty","1/2010",125.11,"CLZ09 Comdty","12/2009",140.9,"CLX09 Comdty","11/2009",125.84,"CLV09 Comdty","10/2009",105.71,"CLU09 Comdty","9/2009",95.07,"CLN09 Comdty","7/2009",87.23
"18","CLJ10 Comdty","4/2010",101.81,"CLH10 Comdty","3/2010",114.55,"CLG10 Comdty","2/2010",124.94,"CLF10 Comdty","1/2010",140.63,"CLZ09 Comdty","12/2009",125.73,"CLX09 Comdty","11/2009",105.51,"CLV09 Comdty","10/2009",94.9,"CLQ09 Comdty","8/2009",87.14
"19","CLK10 Comdty","5/2010",101.92,"CLJ10 Comdty","4/2010",114.61,"CLH10 Comdty","3/2010",124.78,"CLG10 Comdty","2/2010",140.45,"CLF10 Comdty","1/2010",125.56,"CLZ09 Comdty","12/2009",105.36,"CLX09 Comdty","11/2009",94.74,"CLU09 Comdty","9/2009",87.05
"20","CLM10 Comdty","6/2010",102.03,"CLK10 Comdty","5/2010",114.67,"CLJ10 Comdty","4/2010",124.64,"CLH10 Comdty","3/2010",140.27,"CLG10 Comdty","2/2010",125.44,"CLF10 Comdty","1/2010",105.15,"CLZ09 Comdty","12/2009",94.58,"CLV09 Comdty","10/2009",86.96
"21","CLN10 Comdty","7/2010",102.13,"CLM10 Comdty","6/2010",114.73,"CLK10 Comdty","5/2010",124.5,"CLJ10 Comdty","4/2010",140.11,"CLH10 Comdty","3/2010",125.32,"CLG10 Comdty","2/2010",104.98,"CLF10 Comdty","1/2010",94.4,"CLX09 Comdty","11/2009",86.88
"22","CLQ10 Comdty","8/2010",102.23,"CLN10 Comdty","7/2010",114.78,"CLM10 Comdty","6/2010",124.36,"CLK10 Comdty","5/2010",139.95,"CLJ10 Comdty","4/2010",125.22,"CLH10 Comdty","3/2010",104.83,"CLG10 Comdty","2/2010",94.27,"CLZ09 Comdty","12/2009",86.8
"23","CLU10 Comdty","9/2010",102.31,"CLQ10 Comdty","8/2010",114.83,"CLN10 Comdty","7/2010",124.24,"CLM10 Comdty","6/2010",139.79,"CLK10 Comdty","5/2010",125.13,"CLJ10 Comdty","4/2010",104.7,"CLH10 Comdty","3/2010",94.14,"CLF10 Comdty","1/2010",86.74
"24","CLV10 Comdty","10/2010",102.39,"CLU10 Comdty","9/2010",114.87,"CLQ10 Comdty","8/2010",124.13,"CLN10 Comdty","7/2010",139.63,"CLM10 Comdty","6/2010",125.04,"CLK10 Comdty","5/2010",104.58,"CLJ10 Comdty","4/2010",94.01,"CLG10 Comdty","2/2010",86.71
"25","CLX10 Comdty","11/2010",102.45,"CLV10 Comdty","10/2010",114.91,"CLU10 Comdty","9/2010",124.03,"CLQ10 Comdty","8/2010",139.47,"CLN10 Comdty","7/2010",124.98,"CLM10 Comdty","6/2010",104.46,"CLK10 Comdty","5/2010",93.88,"CLH10 Comdty","3/2010",86.68
"26","CLZ10 Comdty","12/2010",102.51,"CLX10 Comdty","11/2010",114.95,"CLV10 Comdty","10/2010",123.94,"CLU10 Comdty","9/2010",139.31,"CLQ10 Comdty","8/2010",124.93,"CLN10 Comdty","7/2010",104.39,"CLM10 Comdty","6/2010",93.75,"CLJ10 Comdty","4/2010",86.65
"27","CLF11 Comdty","1/2011",102.53,"CLZ10 Comdty","12/2010",114.99,"CLX10 Comdty","11/2010",123.86,"CLV10 Comdty","10/2010",139.15,"CLU10 Comdty","9/2010",124.88,"CLQ10 Comdty","8/2010",104.34,"CLN10 Comdty","7/2010",93.67,"CLK10 Comdty","5/2010",86.62
"28","CLG11 Comdty","2/2011",102.56,"CLF11 Comdty","1/2011",115.01,"CLZ10 Comdty","12/2010",123.78,"CLX10 Comdty","11/2010",138.99,"CLV10 Comdty","10/2010",124.84,"CLU10 Comdty","9/2010",104.28,"CLQ10 Comdty","8/2010",93.61,"CLM10 Comdty","6/2010",86.59
"29","CLH11 Comdty","3/2011",102.59,"CLG11 Comdty","2/2011",115.03,"CLF11 Comdty","1/2011",123.64,"CLZ10 Comdty","12/2010",138.87,"CLX10 Comdty","11/2010",124.8,"CLV10 Comdty","10/2010",104.22,"CLU10 Comdty","9/2010",93.56,"CLN10 Comdty","7/2010",86.59
"30","CLJ11 Comdty","4/2011",102.62,"CLH11 Comdty","3/2011",115.05,"CLG11 Comdty","2/2011",123.51,"CLF11 Comdty","1/2011",138.71,"CLZ10 Comdty","12/2010",124.77,"CLX10 Comdty","11/2010",104.16,"CLV10 Comdty","10/2010",93.52,"CLQ10 Comdty","8/2010",86.6
