"","Ticker","Period","Last_Price","Ticker.1","Period.1","Last_Price.1","Ticker.2","Period.2","Last_Price.2","Ticker.3","Period.3","Last_Price.3","Ticker.4","Period.4","Last_Price.4","Ticker.5","Period.5","Last_Price.5","Ticker.6","Period.6","Last_Price.6","Ticker.7","Period.7","Last_Price.7"
"1","CLN13 Comdty","7/2013",93.45,"CLM13 Comdty","6/2013",91.03,"CLK13 Comdty","5/2013",97.07,"CLJ13 Comdty","4/2013",90.68,"CLH13 Comdty","3/2013",97.77,"CLG13 Comdty","2/2013",93.12,"CLF13 Comdty","1/2013",89.09,"CLZ12 Comdty","12/2012",87.09
"2","CLQ13 Comdty","8/2013",93.67,"CLN13 Comdty","7/2013",91.24,"CLM13 Comdty","6/2013",97.38,"CLK13 Comdty","5/2013",91.14,"CLJ13 Comdty","4/2013",98.24,"CLH13 Comdty","3/2013",93.55,"CLG13 Comdty","2/2013",89.69,"CLF13 Comdty","1/2013",87.57
"3","CLU13 Comdty","9/2013",93.73,"CLQ13 Comdty","8/2013",91.21,"CLN13 Comdty","7/2013",97.6,"CLM13 Comdty","6/2013",91.55,"CLK13 Comdty","5/2013",98.66,"CLJ13 Comdty","4/2013",93.97,"CLH13 Comdty","3/2013",90.34,"CLG13 Comdty","2/2013",88.1
"4","CLV13 Comdty","10/2013",93.55,"CLU13 Comdty","9/2013",90.98,"CLQ13 Comdty","8/2013",97.61,"CLN13 Comdty","7/2013",91.86,"CLM13 Comdty","6/2013",99.02,"CLK13 Comdty","5/2013",94.33,"CLJ13 Comdty","4/2013",90.92,"CLH13 Comdty","3/2013",88.65
"5","CLX13 Comdty","11/2013",93.2,"CLV13 Comdty","10/2013",90.62,"CLU13 Comdty","9/2013",97.41,"CLQ13 Comdty","8/2013",92.01,"CLN13 Comdty","7/2013",99.26,"CLM13 Comdty","6/2013",94.6,"CLK13 Comdty","5/2013",91.38,"CLJ13 Comdty","4/2013",89.14
"6","CLZ13 Comdty","12/2013",92.76,"CLX13 Comdty","11/2013",90.22,"CLV13 Comdty","10/2013",97.04,"CLU13 Comdty","9/2013",92.02,"CLQ13 Comdty","8/2013",99.28,"CLN13 Comdty","7/2013",94.76,"CLM13 Comdty","6/2013",91.72,"CLK13 Comdty","5/2013",89.56
"7","CLF14 Comdty","1/2014",92.3,"CLZ13 Comdty","12/2013",89.81,"CLX13 Comdty","11/2013",96.6,"CLV13 Comdty","10/2013",91.89,"CLU13 Comdty","9/2013",99.1,"CLQ13 Comdty","8/2013",94.78,"CLN13 Comdty","7/2013",91.94,"CLM13 Comdty","6/2013",89.88
"8","CLG14 Comdty","2/2014",91.87,"CLF14 Comdty","1/2014",89.39,"CLZ13 Comdty","12/2013",96.15,"CLX13 Comdty","11/2013",91.68,"CLV13 Comdty","10/2013",98.79,"CLU13 Comdty","9/2013",94.69,"CLQ13 Comdty","8/2013",92.06,"CLN13 Comdty","7/2013",90.11
"9","CLH14 Comdty","3/2014",91.48,"CLG14 Comdty","2/2014",89.01,"CLF14 Comdty","1/2014",95.68,"CLZ13 Comdty","12/2013",91.43,"CLX13 Comdty","11/2013",98.41,"CLV13 Comdty","10/2013",94.51,"CLU13 Comdty","9/2013",92.14,"CLQ13 Comdty","8/2013",90.23
"10","CLJ14 Comdty","4/2014",91.11,"CLH14 Comdty","3/2014",88.67,"CLG14 Comdty","2/2014",95.26,"CLF14 Comdty","1/2014",91.14,"CLZ13 Comdty","12/2013",97.99,"CLX13 Comdty","11/2013",94.33,"CLV13 Comdty","10/2013",92.17,"CLU13 Comdty","9/2013",90.31
