"","Ticker","Period","Last_Price","Ticker.1","Period.1","Last_Price.1","Ticker.2","Period.2","Last_Price.2","Ticker.3","Period.3","Last_Price.3","Ticker.4","Period.4","Last_Price.4","Ticker.5","Period.5","Last_Price.5","Ticker.6","Period.6","Last_Price.6","Ticker.7","Period.7","Last_Price.7"
"1","CLN11 Comdty","7/2011",100.29,"CLM11 Comdty","6/2011",113.52,"CLK11 Comdty","5/2011",107.94,"CLJ11 Comdty","4/2011",99.63,"CLH11 Comdty","3/2011",90.77,"CLG11 Comdty","2/2011",91.55,"CLF11 Comdty","1/2011",86.75,"CLZ10 Comdty","12/2010",82.95
"2","CLQ11 Comdty","8/2011",100.86,"CLN11 Comdty","7/2011",114.04,"CLM11 Comdty","6/2011",108.5,"CLK11 Comdty","5/2011",101.4,"CLJ11 Comdty","4/2011",93.5,"CLH11 Comdty","3/2011",92.43,"CLG11 Comdty","2/2011",87.25,"CLF11 Comdty","1/2011",83.67
"3","CLU11 Comdty","9/2011",101.33,"CLQ11 Comdty","8/2011",114.32,"CLN11 Comdty","7/2011",108.94,"CLM11 Comdty","6/2011",102.17,"CLK11 Comdty","5/2011",95.42,"CLJ11 Comdty","4/2011",93.14,"CLH11 Comdty","3/2011",87.63,"CLG11 Comdty","2/2011",84.24
"4","CLV11 Comdty","10/2011",101.72,"CLU11 Comdty","9/2011",114.44,"CLQ11 Comdty","8/2011",109.17,"CLN11 Comdty","7/2011",102.75,"CLM11 Comdty","6/2011",96.52,"CLK11 Comdty","5/2011",93.72,"CLJ11 Comdty","4/2011",87.91,"CLH11 Comdty","3/2011",84.71
"5","CLX11 Comdty","11/2011",102.03,"CLV11 Comdty","10/2011",114.42,"CLU11 Comdty","9/2011",109.31,"CLQ11 Comdty","8/2011",103.09,"CLN11 Comdty","7/2011",97.33,"CLM11 Comdty","6/2011",94.13,"CLK11 Comdty","5/2011",88.14,"CLJ11 Comdty","4/2011",85.09
"6","CLZ11 Comdty","12/2011",102.28,"CLX11 Comdty","11/2011",114.38,"CLV11 Comdty","10/2011",109.41,"CLU11 Comdty","9/2011",103.37,"CLQ11 Comdty","8/2011",97.91,"CLN11 Comdty","7/2011",94.45,"CLM11 Comdty","6/2011",88.35,"CLK11 Comdty","5/2011",85.45
"7","CLF12 Comdty","1/2012",102.46,"CLZ11 Comdty","12/2011",114.33,"CLX11 Comdty","11/2011",109.42,"CLV11 Comdty","10/2011",103.59,"CLU11 Comdty","9/2011",98.31,"CLQ11 Comdty","8/2011",94.65,"CLN11 Comdty","7/2011",88.52,"CLM11 Comdty","6/2011",85.75
"8","CLG12 Comdty","2/2012",102.61,"CLF12 Comdty","1/2012",114.2,"CLZ11 Comdty","12/2011",109.35,"CLX11 Comdty","11/2011",103.79,"CLV11 Comdty","10/2011",98.66,"CLU11 Comdty","9/2011",94.77,"CLQ11 Comdty","8/2011",88.67,"CLN11 Comdty","7/2011",86.03
"9","CLH12 Comdty","3/2012",102.74,"CLG12 Comdty","2/2012",114.02,"CLF12 Comdty","1/2012",109.16,"CLZ11 Comdty","12/2011",103.92,"CLX11 Comdty","11/2011",98.99,"CLV11 Comdty","10/2011",94.84,"CLU11 Comdty","9/2011",88.81,"CLQ11 Comdty","8/2011",86.27
"10","CLJ12 Comdty","4/2012",102.86,"CLH12 Comdty","3/2012",113.82,"CLG12 Comdty","2/2012",108.92,"CLF12 Comdty","1/2012",103.93,"CLZ11 Comdty","12/2011",99.33,"CLX11 Comdty","11/2011",94.89,"CLV11 Comdty","10/2011",88.96,"CLU11 Comdty","9/2011",86.5
"11","CLK12 Comdty","5/2012",102.97,"CLJ12 Comdty","4/2012",113.61,"CLH12 Comdty","3/2012",108.67,"CLG12 Comdty","2/2012",103.82,"CLF12 Comdty","1/2012",99.6,"CLZ11 Comdty","12/2011",94.92,"CLX11 Comdty","11/2011",89.12,"CLV11 Comdty","10/2011",86.74
"12","CLM12 Comdty","6/2012",103.07,"CLK12 Comdty","5/2012",113.38,"CLJ12 Comdty","4/2012",108.37,"CLH12 Comdty","3/2012",103.65,"CLG12 Comdty","2/2012",99.77,"CLF12 Comdty","1/2012",94.83,"CLZ11 Comdty","12/2011",89.3,"CLX11 Comdty","11/2011",86.98
"13","CLN12 Comdty","7/2012",103.07,"CLM12 Comdty","6/2012",113.12,"CLK12 Comdty","5/2012",108.04,"CLJ12 Comdty","4/2012",103.4,"CLH12 Comdty","3/2012",99.86,"CLG12 Comdty","2/2012",94.7,"CLF12 Comdty","1/2012",89.36,"CLZ11 Comdty","12/2011",87.23
"14","CLQ12 Comdty","8/2012",102.97,"CLN12 Comdty","7/2012",112.73,"CLM12 Comdty","6/2012",107.69,"CLK12 Comdty","5/2012",103.1,"CLJ12 Comdty","4/2012",99.92,"CLH12 Comdty","3/2012",94.56,"CLG12 Comdty","2/2012",89.42,"CLF12 Comdty","1/2012",87.34
"15","CLU12 Comdty","9/2012",102.87,"CLQ12 Comdty","8/2012",112.33,"CLN12 Comdty","7/2012",107.28,"CLM12 Comdty","6/2012",102.86,"CLK12 Comdty","5/2012",99.97,"CLJ12 Comdty","4/2012",94.44,"CLH12 Comdty","3/2012",89.47,"CLG12 Comdty","2/2012",87.44
"16","CLV12 Comdty","10/2012",102.81,"CLU12 Comdty","9/2012",111.99,"CLQ12 Comdty","8/2012",106.86,"CLN12 Comdty","7/2012",102.63,"CLM12 Comdty","6/2012",100.03,"CLK12 Comdty","5/2012",94.33,"CLJ12 Comdty","4/2012",89.52,"CLH12 Comdty","3/2012",87.54
"17","CLX12 Comdty","11/2012",102.76,"CLV12 Comdty","10/2012",111.72,"CLU12 Comdty","9/2012",106.46,"CLQ12 Comdty","8/2012",102.4,"CLN12 Comdty","7/2012",99.98,"CLM12 Comdty","6/2012",94.25,"CLK12 Comdty","5/2012",89.57,"CLJ12 Comdty","4/2012",87.63
"18","CLZ12 Comdty","12/2012",102.76,"CLX12 Comdty","11/2012",111.51,"CLV12 Comdty","10/2012",106.11,"CLU12 Comdty","9/2012",102.17,"CLQ12 Comdty","8/2012",99.95,"CLN12 Comdty","7/2012",94.15,"CLM12 Comdty","6/2012",89.64,"CLK12 Comdty","5/2012",87.72
"19","CLF13 Comdty","1/2013",102.51,"CLZ12 Comdty","12/2012",111.39,"CLX12 Comdty","11/2012",105.83,"CLV12 Comdty","10/2012",102.02,"CLU12 Comdty","9/2012",99.93,"CLQ12 Comdty","8/2012",94.05,"CLN12 Comdty","7/2012",89.66,"CLM12 Comdty","6/2012",87.82
"20","CLG13 Comdty","2/2013",102.27,"CLF13 Comdty","1/2013",110.98,"CLZ12 Comdty","12/2012",105.63,"CLX12 Comdty","11/2012",101.9,"CLV12 Comdty","10/2012",99.93,"CLU12 Comdty","9/2012",93.95,"CLQ12 Comdty","8/2012",89.67,"CLN12 Comdty","7/2012",87.9
"21","CLH13 Comdty","3/2013",102.1,"CLG13 Comdty","2/2013",110.62,"CLF13 Comdty","1/2013",105.32,"CLZ12 Comdty","12/2012",101.8,"CLX12 Comdty","11/2012",99.96,"CLV12 Comdty","10/2012",93.88,"CLU12 Comdty","9/2012",89.68,"CLQ12 Comdty","8/2012",87.97
"22","CLJ13 Comdty","4/2013",101.95,"CLH13 Comdty","3/2013",110.28,"CLG13 Comdty","2/2013",105.02,"CLF13 Comdty","1/2013",101.58,"CLZ12 Comdty","12/2012",100.02,"CLX12 Comdty","11/2012",93.84,"CLV12 Comdty","10/2012",89.7,"CLU12 Comdty","9/2012",88.04
