"","Ticker","Period","Last_Price","Ticker.1","Period.1","Last_Price.1","Ticker.2","Period.2","Last_Price.2","Ticker.3","Period.3","Last_Price.3","Ticker.4","Period.4","Last_Price.4","Ticker.5","Period.5","Last_Price.5","Ticker.6","Period.6","Last_Price.6","Ticker.7","Period.7","Last_Price.7"
"1","CLM01 Comdty","6/2001",28.94,"CLK01 Comdty","5/2001",25.59,"CLJ01 Comdty","4/2001",27.62,"CLH01 Comdty","3/2001",29.82,"CLG01 Comdty","2/2001",27.21,"CLF01 Comdty","1/2001",32.02,"CLZ00 Comdty","12/2000",33.25,"CLX00 Comdty","11/2000",32.18
"2","CLN01 Comdty","7/2001",29.33,"CLM01 Comdty","6/2001",25.87,"CLK01 Comdty","5/2001",27.68,"CLJ01 Comdty","4/2001",29.06,"CLH01 Comdty","3/2001",26.52,"CLG01 Comdty","2/2001",31.17,"CLF01 Comdty","1/2001",31.98,"CLZ00 Comdty","12/2000",31.86
"3","CLQ01 Comdty","8/2001",29.36,"CLN01 Comdty","7/2001",25.92,"CLM01 Comdty","6/2001",27.55,"CLK01 Comdty","5/2001",28.42,"CLJ01 Comdty","4/2001",26.04,"CLH01 Comdty","3/2001",30.36,"CLG01 Comdty","2/2001",31.17,"CLF01 Comdty","1/2001",31.57
"4","CLU01 Comdty","9/2001",29.07,"CLQ01 Comdty","8/2001",25.83,"CLN01 Comdty","7/2001",27.3,"CLM01 Comdty","6/2001",27.92,"CLK01 Comdty","5/2001",25.74,"CLJ01 Comdty","4/2001",29.61,"CLH01 Comdty","3/2001",30.53,"CLG01 Comdty","2/2001",31.31
"5","CLV01 Comdty","10/2001",28.67,"CLU01 Comdty","9/2001",25.7,"CLQ01 Comdty","8/2001",27.02,"CLN01 Comdty","7/2001",27.47,"CLM01 Comdty","6/2001",25.48,"CLK01 Comdty","5/2001",28.94,"CLJ01 Comdty","4/2001",30.01,"CLH01 Comdty","3/2001",31
"6","CLX01 Comdty","11/2001",28.28,"CLV01 Comdty","10/2001",25.52,"CLU01 Comdty","9/2001",26.75,"CLQ01 Comdty","8/2001",27.04,"CLN01 Comdty","7/2001",25.25,"CLM01 Comdty","6/2001",28.37,"CLK01 Comdty","5/2001",29.53,"CLJ01 Comdty","4/2001",30.69
"7","CLZ01 Comdty","12/2001",27.89,"CLX01 Comdty","11/2001",25.33,"CLV01 Comdty","10/2001",26.49,"CLU01 Comdty","9/2001",26.65,"CLQ01 Comdty","8/2001",25.02,"CLN01 Comdty","7/2001",27.87,"CLM01 Comdty","6/2001",29.06,"CLK01 Comdty","5/2001",30.38
"8","CLF02 Comdty","1/2002",27.5,"CLZ01 Comdty","12/2001",25.14,"CLX01 Comdty","11/2001",26.24,"CLV01 Comdty","10/2001",26.29,"CLU01 Comdty","9/2001",24.79,"CLQ01 Comdty","8/2001",27.43,"CLN01 Comdty","7/2001",28.59,"CLM01 Comdty","6/2001",30.07
"9","CLG02 Comdty","2/2002",27.18,"CLF02 Comdty","1/2002",24.96,"CLZ01 Comdty","12/2001",25.99,"CLX01 Comdty","11/2001",25.96,"CLV01 Comdty","10/2001",24.59,"CLU01 Comdty","9/2001",27.01,"CLQ01 Comdty","8/2001",28.13,"CLN01 Comdty","7/2001",29.73
"10","CLH02 Comdty","3/2002",26.87,"CLG02 Comdty","2/2002",24.78,"CLF02 Comdty","1/2002",25.74,"CLZ01 Comdty","12/2001",25.68,"CLX01 Comdty","11/2001",24.4,"CLV01 Comdty","10/2001",26.64,"CLU01 Comdty","9/2001",27.67,"CLQ01 Comdty","8/2001",29.39
"11","CLJ02 Comdty","4/2002",26.57,"CLH02 Comdty","3/2002",24.6,"CLG02 Comdty","2/2002",25.49,"CLF02 Comdty","1/2002",25.43,"CLZ01 Comdty","12/2001",24.21,"CLX01 Comdty","11/2001",26.3,"CLV01 Comdty","10/2001",27.23,"CLU01 Comdty","9/2001",29.05
