"","Ticker","Period","Last_Price","Ticker.1","Period.1","Last_Price.1","Ticker.2","Period.2","Last_Price.2","Ticker.3","Period.3","Last_Price.3","Ticker.4","Period.4","Last_Price.4","Ticker.5","Period.5","Last_Price.5","Ticker.6","Period.6","Last_Price.6","Ticker.7","Period.7","Last_Price.7"
"1","CLH10 Comdty","3/2010",74.43,"CLG10 Comdty","2/2010",81.51,"CLF10 Comdty","1/2010",78.37,"CLZ09 Comdty","12/2009",78.13,"CLX09 Comdty","11/2009",70.82,"CLV09 Comdty","10/2009",68.05,"CLU09 Comdty","9/2009",71.58,"CLQ09 Comdty","8/2009",69.31
"2","CLJ10 Comdty","4/2010",74.91,"CLH10 Comdty","3/2010",82.12,"CLG10 Comdty","2/2010",79.77,"CLF10 Comdty","1/2010",78.82,"CLZ09 Comdty","12/2009",71.2,"CLX09 Comdty","11/2009",68.72,"CLV09 Comdty","10/2009",73.18,"CLU09 Comdty","9/2009",70.27
"3","CLK10 Comdty","5/2010",75.52,"CLJ10 Comdty","4/2010",82.65,"CLH10 Comdty","3/2010",80.94,"CLG10 Comdty","2/2010",79.51,"CLF10 Comdty","1/2010",71.63,"CLZ09 Comdty","12/2009",69.45,"CLX09 Comdty","11/2009",74.27,"CLV09 Comdty","10/2009",71.08
"4","CLM10 Comdty","6/2010",76.11,"CLK10 Comdty","5/2010",83.12,"CLJ10 Comdty","4/2010",81.84,"CLH10 Comdty","3/2010",80.12,"CLG10 Comdty","2/2010",72.07,"CLF10 Comdty","1/2010",70.13,"CLZ09 Comdty","12/2009",75.06,"CLX09 Comdty","11/2009",71.78
"5","CLN10 Comdty","7/2010",76.66,"CLM10 Comdty","6/2010",83.56,"CLK10 Comdty","5/2010",82.6,"CLJ10 Comdty","4/2010",80.66,"CLH10 Comdty","3/2010",72.57,"CLG10 Comdty","2/2010",70.76,"CLF10 Comdty","1/2010",75.81,"CLZ09 Comdty","12/2009",72.36
"6","CLQ10 Comdty","8/2010",77.17,"CLN10 Comdty","7/2010",84.02,"CLM10 Comdty","6/2010",83.31,"CLK10 Comdty","5/2010",81.17,"CLJ10 Comdty","4/2010",73.1,"CLH10 Comdty","3/2010",71.39,"CLG10 Comdty","2/2010",76.53,"CLF10 Comdty","1/2010",72.84
"7","CLU10 Comdty","9/2010",77.64,"CLQ10 Comdty","8/2010",84.42,"CLN10 Comdty","7/2010",83.88,"CLM10 Comdty","6/2010",81.62,"CLK10 Comdty","5/2010",73.62,"CLJ10 Comdty","4/2010",71.95,"CLH10 Comdty","3/2010",77.16,"CLG10 Comdty","2/2010",73.23
"8","CLV10 Comdty","10/2010",78.1,"CLU10 Comdty","9/2010",84.81,"CLQ10 Comdty","8/2010",84.35,"CLN10 Comdty","7/2010",81.96,"CLM10 Comdty","6/2010",74.11,"CLK10 Comdty","5/2010",72.51,"CLJ10 Comdty","4/2010",77.73,"CLH10 Comdty","3/2010",73.58
"9","CLX10 Comdty","11/2010",78.58,"CLV10 Comdty","10/2010",85.2,"CLU10 Comdty","9/2010",84.81,"CLQ10 Comdty","8/2010",82.27,"CLN10 Comdty","7/2010",74.5,"CLM10 Comdty","6/2010",73.05,"CLK10 Comdty","5/2010",78.26,"CLJ10 Comdty","4/2010",73.93
"10","CLZ10 Comdty","12/2010",79.07,"CLX10 Comdty","11/2010",85.59,"CLV10 Comdty","10/2010",85.28,"CLU10 Comdty","9/2010",82.6,"CLQ10 Comdty","8/2010",74.79,"CLN10 Comdty","7/2010",73.47,"CLM10 Comdty","6/2010",78.75,"CLK10 Comdty","5/2010",74.27
"11","CLF11 Comdty","1/2011",79.44,"CLZ10 Comdty","12/2010",86.01,"CLX10 Comdty","11/2010",85.79,"CLV10 Comdty","10/2010",82.96,"CLU10 Comdty","9/2010",75.09,"CLQ10 Comdty","8/2010",73.79,"CLN10 Comdty","7/2010",79.05,"CLM10 Comdty","6/2010",74.6
"12","CLG11 Comdty","2/2011",79.79,"CLF11 Comdty","1/2011",86.3,"CLZ10 Comdty","12/2010",86.31,"CLX10 Comdty","11/2010",83.35,"CLV10 Comdty","10/2010",75.4,"CLU10 Comdty","9/2010",74.11,"CLQ10 Comdty","8/2010",79.19,"CLN10 Comdty","7/2010",74.93
"13","CLH11 Comdty","3/2011",80.12,"CLG11 Comdty","2/2011",86.55,"CLF11 Comdty","1/2011",86.65,"CLZ10 Comdty","12/2010",83.74,"CLX10 Comdty","11/2010",75.73,"CLV10 Comdty","10/2010",74.42,"CLU10 Comdty","9/2010",79.33,"CLQ10 Comdty","8/2010",75.2
"14","CLJ11 Comdty","4/2011",80.43,"CLH11 Comdty","3/2011",86.83,"CLG11 Comdty","2/2011",86.95,"CLF11 Comdty","1/2011",83.96,"CLZ10 Comdty","12/2010",76.06,"CLX10 Comdty","11/2010",74.74,"CLV10 Comdty","10/2010",79.47,"CLU10 Comdty","9/2010",75.47
"15","CLK11 Comdty","5/2011",80.69,"CLJ11 Comdty","4/2011",87.1,"CLH11 Comdty","3/2011",87.26,"CLG11 Comdty","2/2011",84.18,"CLF11 Comdty","1/2011",76.26,"CLZ10 Comdty","12/2010",75.07,"CLX10 Comdty","11/2010",79.66,"CLV10 Comdty","10/2010",75.75
"16","CLM11 Comdty","6/2011",80.93,"CLK11 Comdty","5/2011",87.32,"CLJ11 Comdty","4/2011",87.57,"CLH11 Comdty","3/2011",84.4,"CLG11 Comdty","2/2011",76.45,"CLF11 Comdty","1/2011",75.24,"CLZ10 Comdty","12/2010",79.87,"CLX10 Comdty","11/2010",76.06
