"","Ticker","Period","Last_Price","Ticker.1","Period.1","Last_Price.1","Ticker.2","Period.2","Last_Price.2","Ticker.3","Period.3","Last_Price.3","Ticker.4","Period.4","Last_Price.4","Ticker.5","Period.5","Last_Price.5","Ticker.6","Period.6","Last_Price.6","Ticker.7","Period.7","Last_Price.7"
"1","CLG08 Comdty","2/2008",99.62,"CLF08 Comdty","1/2008",89.31,"CLZ07 Comdty","12/2007",93.49,"CLX07 Comdty","11/2007",80.24,"CLV07 Comdty","10/2007",75.08,"CLU07 Comdty","9/2007",76.53,"CLQ07 Comdty","8/2007",71.09,"CLN07 Comdty","7/2007",65.08
"2","CLH08 Comdty","3/2008",99.33,"CLG08 Comdty","2/2008",89.04,"CLF08 Comdty","1/2008",92.45,"CLZ07 Comdty","12/2007",79.28,"CLX07 Comdty","11/2007",74.26,"CLV07 Comdty","10/2007",76.21,"CLU07 Comdty","9/2007",71.56,"CLQ07 Comdty","8/2007",66.12
"3","CLJ08 Comdty","4/2008",98.74,"CLH08 Comdty","3/2008",88.69,"CLG08 Comdty","2/2008",91.4,"CLF08 Comdty","1/2008",78.5,"CLZ07 Comdty","12/2007",73.36,"CLX07 Comdty","11/2007",75.8,"CLV07 Comdty","10/2007",71.73,"CLU07 Comdty","9/2007",66.99
"4","CLK08 Comdty","5/2008",98.09,"CLJ08 Comdty","4/2008",88.36,"CLH08 Comdty","3/2008",90.47,"CLG08 Comdty","2/2008",77.87,"CLF08 Comdty","1/2008",72.7,"CLZ07 Comdty","12/2007",75.29,"CLX07 Comdty","11/2007",71.95,"CLV07 Comdty","10/2007",67.65
"5","CLM08 Comdty","6/2008",97.42,"CLK08 Comdty","5/2008",88.06,"CLJ08 Comdty","4/2008",89.6,"CLH08 Comdty","3/2008",77.34,"CLG08 Comdty","2/2008",72.19,"CLF08 Comdty","1/2008",74.82,"CLZ07 Comdty","12/2007",72.17,"CLX07 Comdty","11/2007",68.18
"6","CLN08 Comdty","7/2008",96.8,"CLM08 Comdty","6/2008",87.76,"CLK08 Comdty","5/2008",88.8,"CLJ08 Comdty","4/2008",76.86,"CLH08 Comdty","3/2008",71.82,"CLG08 Comdty","2/2008",74.41,"CLF08 Comdty","1/2008",72.38,"CLZ07 Comdty","12/2007",68.65
"7","CLQ08 Comdty","8/2008",96.22,"CLN08 Comdty","7/2008",87.49,"CLM08 Comdty","6/2008",88.04,"CLK08 Comdty","5/2008",76.44,"CLJ08 Comdty","4/2008",71.56,"CLH08 Comdty","3/2008",74.1,"CLG08 Comdty","2/2008",72.57,"CLF08 Comdty","1/2008",69.05
"8","CLU08 Comdty","9/2008",95.65,"CLQ08 Comdty","8/2008",87.23,"CLN08 Comdty","7/2008",87.33,"CLM08 Comdty","6/2008",76.05,"CLK08 Comdty","5/2008",71.38,"CLJ08 Comdty","4/2008",73.85,"CLH08 Comdty","3/2008",72.74,"CLG08 Comdty","2/2008",69.4
"9","CLV08 Comdty","10/2008",95.1,"CLU08 Comdty","9/2008",86.99,"CLQ08 Comdty","8/2008",86.66,"CLN08 Comdty","7/2008",75.68,"CLM08 Comdty","6/2008",71.23,"CLK08 Comdty","5/2008",73.67,"CLJ08 Comdty","4/2008",72.89,"CLH08 Comdty","3/2008",69.68
"10","CLX08 Comdty","11/2008",94.57,"CLV08 Comdty","10/2008",86.76,"CLU08 Comdty","9/2008",86.02,"CLQ08 Comdty","8/2008",75.34,"CLN08 Comdty","7/2008",71.09,"CLM08 Comdty","6/2008",73.51,"CLK08 Comdty","5/2008",73.02,"CLJ08 Comdty","4/2008",69.91
"11","CLZ08 Comdty","12/2008",94.05,"CLX08 Comdty","11/2008",86.53,"CLV08 Comdty","10/2008",85.42,"CLU08 Comdty","9/2008",75.04,"CLQ08 Comdty","8/2008",70.96,"CLN08 Comdty","7/2008",73.37,"CLM08 Comdty","6/2008",73.14,"CLK08 Comdty","5/2008",70.11
"12","CLF09 Comdty","1/2009",93.54,"CLZ08 Comdty","12/2008",86.31,"CLX08 Comdty","11/2008",84.88,"CLV08 Comdty","10/2008",74.76,"CLU08 Comdty","9/2008",70.85,"CLQ08 Comdty","8/2008",73.24,"CLN08 Comdty","7/2008",73.22,"CLM08 Comdty","6/2008",70.3
"13","CLG09 Comdty","2/2009",93.04,"CLF09 Comdty","1/2009",86.09,"CLZ08 Comdty","12/2008",84.39,"CLX08 Comdty","11/2008",74.5,"CLV08 Comdty","10/2008",70.75,"CLU08 Comdty","9/2008",73.11,"CLQ08 Comdty","8/2008",73.27,"CLN08 Comdty","7/2008",70.45
"14","CLH09 Comdty","3/2009",92.54,"CLG09 Comdty","2/2009",85.89,"CLF09 Comdty","1/2009",83.96,"CLZ08 Comdty","12/2008",74.25,"CLX08 Comdty","11/2008",70.65,"CLV08 Comdty","10/2008",72.99,"CLU08 Comdty","9/2008",73.32,"CLQ08 Comdty","8/2008",70.56
"15","CLJ09 Comdty","4/2009",92.05,"CLH09 Comdty","3/2009",85.7,"CLG09 Comdty","2/2009",83.58,"CLF09 Comdty","1/2009",74.01,"CLZ08 Comdty","12/2008",70.56,"CLX08 Comdty","11/2008",72.87,"CLV08 Comdty","10/2008",73.36,"CLU08 Comdty","9/2008",70.66
"16","CLK09 Comdty","5/2009",91.6,"CLJ09 Comdty","4/2009",85.51,"CLH09 Comdty","3/2009",83.21,"CLG09 Comdty","2/2009",73.8,"CLF09 Comdty","1/2009",70.47,"CLZ08 Comdty","12/2008",72.76,"CLX08 Comdty","11/2008",73.39,"CLV08 Comdty","10/2008",70.73
"17","CLM09 Comdty","6/2009",91.15,"CLK09 Comdty","5/2009",85.32,"CLJ09 Comdty","4/2009",82.84,"CLH09 Comdty","3/2009",73.61,"CLG09 Comdty","2/2009",70.38,"CLF09 Comdty","1/2009",72.67,"CLZ08 Comdty","12/2008",73.4,"CLX08 Comdty","11/2008",70.79
"18","CLN09 Comdty","7/2009",90.75,"CLM09 Comdty","6/2009",85.2,"CLK09 Comdty","5/2009",82.5,"CLJ09 Comdty","4/2009",73.44,"CLH09 Comdty","3/2009",70.29,"CLG09 Comdty","2/2009",72.58,"CLF09 Comdty","1/2009",73.4,"CLZ08 Comdty","12/2008",70.83
